date,new_cases_smoothed_ROI,stringency_index_ROI,new_cases_smoothed_NI,COVID: (Ireland),COVID: (Northern Ireland)
26/01/2022,5263.286,23.15,1172.809752,19,35
27/01/2022,5226.429,23.15,1182.600937,19,35
28/01/2022,5013.857,23.15,1190.743216,19,35
29/01/2022,4058.286,23.15,1198.387236,19,35
30/01/2022,3382.429,23.15,1204.344099,19,35
31/01/2022,4764,23.15,1213.748471,17,34
01/02/2022,4792.857,23.15,1224.591347,17,34
02/02/2022,4840.714,23.15,1235.861952,17,34
03/02/2022,4954.429,23.15,1245.292403,17,34
04/02/2022,5181.286,23.15,1253.51297,17,34
05/02/2022,5181.286,23.15,1259.696746,17,34
06/02/2022,5181.286,23.15,1264.248863,17,34
07/02/2022,5439.143,23.15,1270.088172,16,33
08/02/2022,5378,23.15,1278.614016,16,33
09/02/2022,5340.429,23.15,1286.722173,16,33
10/02/2022,5281.571,23.15,1294.078585,16,33
11/02/2022,5270.286,23.15,1299.236196,16,33
12/02/2022,5270.286,23.15,1303.457284,16,33
13/02/2022,5270.286,23.15,1306.160478,16,33
14/02/2022,4927,23.15,1309.824558,14,27
15/02/2022,,23.15,1315.125088,14,27
16/02/2022,,23.15,1320.096854,14,27
17/02/2022,,23.15,1325.486369,14,27
18/02/2022,,23.15,1329.095338,14,27
19/02/2022,,23.15,1331.675494,14,27
20/02/2022,,23.15,1333.35715,14,27
21/02/2022,,23.15,1336.198881,14,24
22/02/2022,4288.429,23.15,1341.285988,14,24
23/02/2022,4125.143,23.15,1344.285968,14,24
24/02/2022,3939.857,23.15,1347.879471,14,24
25/02/2022,3869.714,23.15,1350.145007,14,24
26/02/2022,3869.714,23.15,1345.899279,14,24
27/02/2022,3869.714,23.15,1341.668786,14,24
28/02/2022,3377.714,23.15,1353.690546,17,25
01/03/2022,3380.286,23.15,1357.500895,17,25
02/03/2022,3269,23.15,1360.79535,17,25
03/03/2022,3313.857,23.15,1364.081157,17,25
04/03/2022,3269.714,23.15,1366.815772,17,25
05/03/2022,3269.714,23.15,1362.530877,17,25
06/03/2022,3269.714,14.81,1358.261276,17,25
07/03/2022,3167,14.81,1372.07668,17,25
08/03/2022,3318,14.81,1376.13717,17,25
09/03/2022,3083.143,14.81,1380.227013,17,25
10/03/2022,3085.143,14.81,1384.048922,17,25
11/03/2022,3818,14.81,1386.819135,17,25
12/03/2022,3818,14.81,1382.48465,17,25
13/03/2022,3818,14.81,1378.165554,17,25
14/03/2022,4448.857,14.81,1391.109156,17,25
