date,areaName,areaCode,newCasesByPublishDate,cumCasesByPublishDate,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate,newAntibodyTestsByPublishDate,newLFDTestsBySpecimenDate,newPCRTestsByPublishDate,newPCRTestsByPublishDateRollingSum,hospitalCases,newAdmissions,newPeopleVaccinatedCompleteByVaccinationDate,newVaccinesGivenByPublishDate,VaccineRegisterPopulationByVaccinationDate
10/04/2021,Northern Ireland,N92000002,146,118178,1,2128,,0,4079,50239,99,9,,11477,
09/04/2021,Northern Ireland,N92000002,113,118032,2,2127,,0,9213,46160,96,2,,15346,
08/04/2021,Northern Ireland,N92000002,98,117919,1,2125,,0,10028,42250,109,4,,14637,
07/04/2021,Northern Ireland,N92000002,88,117821,2,2124,,0,6736,44379,116,6,,14399,
06/04/2021,Northern Ireland,N92000002,57,117733,1,2122,,0,7875,49689,116,5,,7915,
05/04/2021,Northern Ireland,N92000002,89,117676,2,2121,,0,5858,48852,116,2,,7118,
04/04/2021,Northern Ireland,N92000002,0,117587,1,2119,,0,6450,52082,122,5,,4159,
03/04/2021,Northern Ireland,N92000002,84,117587,1,2118,,0,0,51139,123,5,,7089,
02/04/2021,Northern Ireland,N92000002,107,117503,2,2117,,0,5303,54975,128,9,,14043,
01/04/2021,Northern Ireland,N92000002,107,117396,0,2115,,0,12157,55694,133,10,,16693,
31/03/2021,Northern Ireland,N92000002,123,117289,0,2115,,0,12046,56712,131,6,,14168,
30/03/2021,Northern Ireland,N92000002,151,117166,3,2115,,0,7038,56659,137,3,,14847,
29/03/2021,Northern Ireland,N92000002,65,117015,2,2112,,0,9088,55849,152,12,,17263,
28/03/2021,Northern Ireland,N92000002,116,116950,1,2110,,0,5507,54701,161,8,,5447,
27/03/2021,Northern Ireland,N92000002,138,116834,1,2109,,0,3836,52040,157,7,,10432,
26/03/2021,Northern Ireland,N92000002,181,116696,1,2108,,0,6022,51952,155,12,,14299,
25/03/2021,Northern Ireland,N92000002,183,116515,0,2107,,0,13175,52994,166,4,,17069,
24/03/2021,Northern Ireland,N92000002,139,116332,0,2107,,0,11993,46399,181,10,,17124,
23/03/2021,Northern Ireland,N92000002,174,116193,0,2107,,0,6228,44960,182,8,,14906,
22/03/2021,Northern Ireland,N92000002,87,116019,2,2107,,0,7940,47483,183,5,,0,
21/03/2021,Northern Ireland,N92000002,125,115932,3,2105,,0,2846,45994,197,7,,29957,
20/03/2021,Northern Ireland,N92000002,159,115807,0,2102,,0,3748,46199,196,7,,7968,
19/03/2021,Northern Ireland,N92000002,137,115648,1,2102,,0,7064,46163,197,18,,11996,
18/03/2021,Northern Ireland,N92000002,169,115511,2,2101,,0,6580,43805,203,9,,12898,
17/03/2021,Northern Ireland,N92000002,161,115342,1,2099,,0,10554,45060,209,12,,8645,
16/03/2021,Northern Ireland,N92000002,164,115181,0,2098,,0,8751,45256,203,13,,12483,
15/03/2021,Northern Ireland,N92000002,121,115017,2,2098,,0,6451,45417,209,9,,8167,
14/03/2021,Northern Ireland,N92000002,143,114896,0,2096,,0,3051,45984,217,6,,6495,
13/03/2021,Northern Ireland,N92000002,146,114753,0,2096,,0,3712,45813,219,13,,6088,
12/03/2021,Northern Ireland,N92000002,208,114607,1,2096,,0,4706,45469,214,17,,7485,
11/03/2021,Northern Ireland,N92000002,223,114399,4,2095,,0,7835,48347,220,19,,8386,
10/03/2021,Northern Ireland,N92000002,147,114176,7,2091,,0,10750,49700,221,9,,7615,
09/03/2021,Northern Ireland,N92000002,240,114029,6,2084,,0,8912,45171,244,11,,6907,
08/03/2021,Northern Ireland,N92000002,144,113789,1,2078,,0,7018,46548,261,16,,9467,
07/03/2021,Northern Ireland,N92000002,138,113645,2,2077,,0,2880,45758,261,12,,6510,
06/03/2021,Northern Ireland,N92000002,172,113507,6,2075,,0,3368,45804,258,13,,5829,
05/03/2021,Northern Ireland,N92000002,166,113335,1,2069,,0,7584,46150,259,13,,9517,
04/03/2021,Northern Ireland,N92000002,163,113169,2,2068,,0,9188,42832,277,14,,12938,
03/03/2021,Northern Ireland,N92000002,226,113006,4,2066,,0,6221,44756,288,14,,13979,
02/03/2021,Northern Ireland,N92000002,149,112780,2,2062,,0,10289,47796,310,15,,10122,
01/03/2021,Northern Ireland,N92000002,138,112631,2,2060,,0,6228,44254,334,23,,14162,
28/02/2021,Northern Ireland,N92000002,136,112493,2,2058,,0,2926,45342,342,8,,4936,
27/02/2021,Northern Ireland,N92000002,184,112357,2,2056,,0,3714,45543,346,13,,5367,
26/02/2021,Northern Ireland,N92000002,241,112173,3,2054,,0,4266,46384,349,18,,11208,
25/02/2021,Northern Ireland,N92000002,281,111932,4,2051,,0,11112,46986,376,19,,13856,
24/02/2021,Northern Ireland,N92000002,260,111651,4,2047,,0,9261,47829,390,21,,13650,
23/02/2021,Northern Ireland,N92000002,225,111391,2,2043,,0,6747,47800,412,26,,10374,
22/02/2021,Northern Ireland,N92000002,187,111166,5,2041,,0,7316,47058,428,23,,10380,
21/02/2021,Northern Ireland,N92000002,263,110979,5,2036,,0,3127,46441,446,14,,12010,
20/02/2021,Northern Ireland,N92000002,276,110716,5,2031,,0,4555,46294,450,22,,3146,
19/02/2021,Northern Ireland,N92000002,313,110440,2,2026,,0,4868,44646,449,25,,7146,
18/02/2021,Northern Ireland,N92000002,342,110127,6,2024,,0,11955,46120,463,34,,8943,
17/02/2021,Northern Ireland,N92000002,297,109785,5,2018,,0,9232,45635,475,19,,9896,
16/02/2021,Northern Ireland,N92000002,341,109488,12,2013,,0,6005,44729,493,23,,8977,
15/02/2021,Northern Ireland,N92000002,234,109147,5,2001,,0,6699,46706,524,31,,12460,
14/02/2021,Northern Ireland,N92000002,176,108913,5,1996,,0,2980,44822,530,17,,6171,
13/02/2021,Northern Ireland,N92000002,303,108737,8,1991,,0,2907,45655,525,18,,3369,
12/02/2021,Northern Ireland,N92000002,407,108434,9,1983,,0,6342,47012,526,22,,14742,
11/02/2021,Northern Ireland,N92000002,253,108027,12,1974,,0,11470,47356,558,39,,20072,
10/02/2021,Northern Ireland,N92000002,336,107774,8,1962,,0,8326,48173,583,25,,20464,
09/02/2021,Northern Ireland,N92000002,275,107438,3,1954,,0,7982,50158,612,40,,16235,
08/02/2021,Northern Ireland,N92000002,296,107163,9,1951,,0,4815,51215,639,34,,14254,
07/02/2021,Northern Ireland,N92000002,334,106867,8,1942,,0,3813,52504,675,24,,7819,
06/02/2021,Northern Ireland,N92000002,390,106533,13,1934,,0,4264,52114,673,35,,6702,
05/02/2021,Northern Ireland,N92000002,506,106143,9,1921,,0,6686,52631,680,42,,15141,
04/02/2021,Northern Ireland,N92000002,412,105637,14,1912,,0,12287,51415,723,31,,12005,
03/02/2021,Northern Ireland,N92000002,504,105225,5,1898,,0,10311,52425,767,45,,17448,
02/02/2021,Northern Ireland,N92000002,447,104721,13,1893,,0,9039,53614,797,50,,13515,
01/02/2021,Northern Ireland,N92000002,314,104274,15,1880,,0,6104,51519,825,52,,11890,
31/01/2021,Northern Ireland,N92000002,426,103960,12,1865,,0,3423,51753,855,40,,7497,
30/01/2021,Northern Ireland,N92000002,455,103534,14,1853,,0,4781,52497,850,57,,10713,
29/01/2021,Northern Ireland,N92000002,669,103079,23,1839,,0,5470,52126,845,59,,8010,
28/01/2021,Northern Ireland,N92000002,592,102410,16,1816,,0,13297,53727,872,54,,20990,
27/01/2021,Northern Ireland,N92000002,527,101818,20,1800,,0,11500,54688,907,50,,8161,
26/01/2021,Northern Ireland,N92000002,550,101291,12,1780,,0,6944,54196,946,72,,4938,
25/01/2021,Northern Ireland,N92000002,422,100741,15,1768,,0,6338,56990,971,61,,3757,
24/01/2021,Northern Ireland,N92000002,433,100319,13,1753,,0,4167,56663,998,59,,4024,
23/01/2021,Northern Ireland,N92000002,670,99886,20,1740,,0,4410,57169,975,55,,1305,
22/01/2021,Northern Ireland,N92000002,865,99216,13,1720,,0,7071,60125,971,75,,3477,
21/01/2021,Northern Ireland,N92000002,732,98351,11,1707,,0,14258,59877,989,89,,7011,
20/01/2021,Northern Ireland,N92000002,905,97619,19,1696,,0,11008,58552,984,78,,6142,
19/01/2021,Northern Ireland,N92000002,713,96714,19,1677,,0,9738,58860,1003,70,,5960,
18/01/2021,Northern Ireland,N92000002,640,96001,21,1658,,0,6011,59328,1029,77,,7703,
17/01/2021,Northern Ireland,N92000002,822,95361,29,1637,,0,4673,61397,1047,73,,6172,
16/01/2021,Northern Ireland,N92000002,705,94539,20,1608,,0,7366,62531,1040,92,,3181,
15/01/2021,Northern Ireland,N92000002,1052,93834,24,1588,,0,6823,62542,1019,83,,3549,
14/01/2021,Northern Ireland,N92000002,973,92782,26,1564,,0,12933,67549,1047,100,,12120,
13/01/2021,Northern Ireland,N92000002,1145,91809,19,1538,,0,11316,70102,1056,75,,12454,
12/01/2021,Northern Ireland,N92000002,1205,90664,19,1519,,0,10206,69951,1054,91,,9782,
11/01/2021,Northern Ireland,N92000002,759,89459,23,1500,,0,8080,72883,1048,90,,7521,
10/01/2021,Northern Ireland,N92000002,1112,88700,16,1477,,0,5807,72476,1053,103,,,
09/01/2021,Northern Ireland,N92000002,1442,87588,20,1461,,0,7377,75392,1000,88,,,
08/01/2021,Northern Ireland,N92000002,1500,86146,10,1441,,0,11830,76539,967,110,,,
07/01/2021,Northern Ireland,N92000002,1410,84646,21,1431,,0,15486,85322,931,83,,,
06/01/2021,Northern Ireland,N92000002,1985,83236,11,1410,,0,11165,69836,922,80,,,
05/01/2021,Northern Ireland,N92000002,1378,81251,7,1399,,0,13138,73516,909,80,,,
04/01/2021,Northern Ireland,N92000002,1801,79873,13,1392,,0,7673,71003,902,76,,,
03/01/2021,Northern Ireland,N92000002,1662,78072,12,1379,,0,8723,70837,894,75,,,
02/01/2021,Northern Ireland,N92000002,3576,76410,14,1367,,0,8524,71989,856,58,,,
01/01/2021,Northern Ireland,N92000002,0,72834,13,1353,,0,20613,63465,829,70,,,
31/12/2020,Northern Ireland,N92000002,1929,72834,10,1340,,0,0,56495,796,72,,,
30/12/2020,Northern Ireland,N92000002,2143,70905,13,1330,,0,14845,56495,804,77,,,
29/12/2020,Northern Ireland,N92000002,1566,68762,11,1317,,0,10625,54974,778,74,,,
28/12/2020,Northern Ireland,N92000002,1634,67196,8,1306,,0,7507,53366,740,59,,,
27/12/2020,Northern Ireland,N92000002,0,65562,14,1298,,0,9875,51025,712,60,,,
26/12/2020,Northern Ireland,N92000002,998,65562,10,1284,,0,0,48127,679,50,,,
25/12/2020,Northern Ireland,N92000002,0,64564,7,1274,,0,13643,54851,647,45,,,
24/12/2020,Northern Ireland,N92000002,841,64564,15,1267,,0,0,51312,630,46,,,
23/12/2020,Northern Ireland,N92000002,787,63723,15,1252,,0,13324,58124,643,51,,,
22/12/2020,Northern Ireland,N92000002,439,62936,10,1237,,0,9017,55420,653,50,,,
21/12/2020,Northern Ireland,N92000002,555,62497,17,1227,,0,5166,54888,663,57,,,
20/12/2020,Northern Ireland,N92000002,505,61942,12,1210,,0,6977,55431,658,34,,,
19/12/2020,Northern Ireland,N92000002,640,61437,15,1198,,0,6724,52860,642,32,,,
18/12/2020,Northern Ireland,N92000002,510,60797,10,1183,,0,10104,51982,634,42,,,
17/12/2020,Northern Ireland,N92000002,656,60287,14,1173,,0,6812,49070,644,45,,,
16/12/2020,Northern Ireland,N92000002,510,59631,13,1159,,0,10620,51633,662,43,,,
15/12/2020,Northern Ireland,N92000002,486,59121,6,1146,,0,8485,49893,664,56,,,
14/12/2020,Northern Ireland,N92000002,419,58635,6,1140,,0,5709,50401,652,50,,,
13/12/2020,Northern Ireland,N92000002,483,58216,5,1134,,0,4406,50354,638,39,,,
12/12/2020,Northern Ireland,N92000002,476,57733,7,1129,,0,5846,50437,618,41,,,
11/12/2020,Northern Ireland,N92000002,538,57257,9,1122,,0,7192,50557,600,30,,,
10/12/2020,Northern Ireland,N92000002,441,56719,13,1113,,0,9375,50895,615,31,,,
09/12/2020,Northern Ireland,N92000002,483,56278,9,1100,,0,8880,49815,612,34,,,
08/12/2020,Northern Ireland,N92000002,351,55795,7,1091,,0,8993,50353,634,53,,,
07/12/2020,Northern Ireland,N92000002,397,55444,17,1084,,0,5662,49591,617,42,,,
06/12/2020,Northern Ireland,N92000002,419,55047,11,1067,,0,4489,49036,621,32,,,
05/12/2020,Northern Ireland,N92000002,451,54628,12,1056,,0,5966,48149,608,33,,,
04/12/2020,Northern Ireland,N92000002,449,54177,7,1044,,0,7530,46984,600,40,,,
03/12/2020,Northern Ireland,N92000002,456,53728,6,1037,,0,8295,44960,593,40,,,
02/12/2020,Northern Ireland,N92000002,416,53272,8,1031,,0,9418,45155,594,38,,,
01/12/2020,Northern Ireland,N92000002,391,52856,7,1023,,0,8231,45253,613,36,,,
30/11/2020,Northern Ireland,N92000002,290,52465,12,1016,,0,5107,46115,617,40,,,
29/11/2020,Northern Ireland,N92000002,351,52175,8,1004,,0,3602,42987,618,32,,,
28/11/2020,Northern Ireland,N92000002,315,51824,11,996,,0,4801,43011,597,27,,,
27/11/2020,Northern Ireland,N92000002,391,51509,11,985,,0,5506,43574,589,47,,,
26/11/2020,Northern Ireland,N92000002,442,51118,8,974,,0,8490,45156,595,31,,,
25/11/2020,Northern Ireland,N92000002,533,50676,10,966,,0,9516,44732,608,43,,,
24/11/2020,Northern Ireland,N92000002,79,50143,7,956,,0,9093,43997,607,39,,,
23/11/2020,Northern Ireland,N92000002,280,50064,8,949,,0,1979,42671,611,26,,,
22/11/2020,Northern Ireland,N92000002,342,49784,6,941,,0,3626,45989,635,29,,,
21/11/2020,Northern Ireland,N92000002,357,49442,8,935,,0,5364,46356,626,35,,,
20/11/2020,Northern Ireland,N92000002,369,49085,13,927,,0,7088,47309,614,50,,,
19/11/2020,Northern Ireland,N92000002,487,48716,13,914,,0,8066,48208,628,39,,,
18/11/2020,Northern Ireland,N92000002,518,48229,10,901,,0,8781,47777,634,39,,,
17/11/2020,Northern Ireland,N92000002,549,47711,11,891,,0,7767,46908,635,45,,,
16/11/2020,Northern Ireland,N92000002,331,47162,9,880,,0,5297,48700,646,45,,,
15/11/2020,Northern Ireland,N92000002,472,46831,13,871,,0,3993,47750,633,44,,,
14/11/2020,Northern Ireland,N92000002,511,46359,13,858,,0,6317,48298,622,39,,,
13/11/2020,Northern Ireland,N92000002,607,45848,11,845,,0,7987,47743,620,35,,,
12/11/2020,Northern Ireland,N92000002,548,45241,10,834,,0,7635,46511,639,38,,,
11/11/2020,Northern Ireland,N92000002,791,44693,13,824,,0,7912,45941,647,51,,,
10/11/2020,Northern Ireland,N92000002,514,43902,8,811,,0,9559,44916,648,53,,,
09/11/2020,Northern Ireland,N92000002,471,43388,10,803,,0,4347,43170,625,50,,,
08/11/2020,Northern Ireland,N92000002,420,42917,10,793,,0,4541,43775,629,48,,,
07/11/2020,Northern Ireland,N92000002,528,42497,7,783,,0,5762,43269,602,41,,,
06/11/2020,Northern Ireland,N92000002,595,41969,15,776,,0,6755,43360,595,55,,,
05/11/2020,Northern Ireland,N92000002,516,41374,7,761,,0,7065,43630,604,42,,,
04/11/2020,Northern Ireland,N92000002,679,40858,10,754,,0,6887,43583,609,53,,,
03/11/2020,Northern Ireland,N92000002,570,40179,12,744,,0,7813,44964,614,59,,,
02/11/2020,Northern Ireland,N92000002,493,39609,5,732,,0,4952,44469,607,55,,,
01/11/2020,Northern Ireland,N92000002,685,39116,10,727,,0,4035,46982,595,37,,,
31/10/2020,Northern Ireland,N92000002,649,38431,7,717,,0,5853,47840,580,37,,,
30/10/2020,Northern Ireland,N92000002,566,37782,9,710,,0,7025,49441,560,48,,,
29/10/2020,Northern Ireland,N92000002,822,37216,14,701,,0,7018,50149,565,58,,,
28/10/2020,Northern Ireland,N92000002,840,36394,9,687,,0,8268,52790,552,41,,,
27/10/2020,Northern Ireland,N92000002,722,35554,10,678,,0,7318,53843,558,58,,,
26/10/2020,Northern Ireland,N92000002,727,34832,11,668,,0,7465,55545,546,47,,,
25/10/2020,Northern Ireland,N92000002,896,34105,6,657,,0,4893,54760,546,47,,,
24/10/2020,Northern Ireland,N92000002,923,33209,8,651,,0,7454,55989,526,55,,,
23/10/2020,Northern Ireland,N92000002,1252,32286,6,643,,0,7733,59167,498,48,,,
22/10/2020,Northern Ireland,N92000002,1042,31034,4,637,,0,9659,59205,482,54,,,
21/10/2020,Northern Ireland,N92000002,1039,29992,6,633,,0,9321,60540,464,43,,,
20/10/2020,Northern Ireland,N92000002,913,28953,3,627,,0,9020,59486,464,54,,,
19/10/2020,Northern Ireland,N92000002,820,28040,4,624,,0,6680,61086,444,47,,,
18/10/2020,Northern Ireland,N92000002,1012,27220,7,620,,0,6122,60920,433,45,,,
17/10/2020,Northern Ireland,N92000002,1031,26208,3,613,,0,10632,61922,407,47,,,
16/10/2020,Northern Ireland,N92000002,1299,25177,2,610,,0,7771,61651,373,48,,,
15/10/2020,Northern Ireland,N92000002,763,23878,4,608,,0,10994,64071,349,46,,,
14/10/2020,Northern Ireland,N92000002,1217,23115,2,604,,0,8267,63712,331,37,,,
13/10/2020,Northern Ireland,N92000002,863,21898,4,602,,0,10620,65376,316,44,,,
12/10/2020,Northern Ireland,N92000002,877,21035,5,598,,0,6514,64550,297,32,,,
11/10/2020,Northern Ireland,N92000002,1066,20158,6,593,,0,7124,65340,290,37,,,
10/10/2020,Northern Ireland,N92000002,902,19092,0,587,,0,10361,65730,265,31,,,
09/10/2020,Northern Ireland,N92000002,1080,18190,0,587,,0,10191,61043,244,23,,,
08/10/2020,Northern Ireland,N92000002,923,17110,0,587,,0,10635,59264,245,30,,,
07/10/2020,Northern Ireland,N92000002,828,16187,1,587,,0,9931,57310,231,30,,,
06/10/2020,Northern Ireland,N92000002,669,15359,1,586,,0,9794,53421,216,27,,,
05/10/2020,Northern Ireland,N92000002,616,14690,1,585,,0,7304,51570,198,26,,,
04/10/2020,Northern Ireland,N92000002,462,14074,0,584,,0,7514,49585,181,17,,,
03/10/2020,Northern Ireland,N92000002,726,13612,1,584,,0,5674,47795,166,22,,,
02/10/2020,Northern Ireland,N92000002,934,12886,2,583,,0,8412,46847,150,10,,,
01/10/2020,Northern Ireland,N92000002,259,11952,1,581,,0,8681,47099,155,18,,,
30/09/2020,Northern Ireland,N92000002,424,11693,1,580,,0,6042,45828,146,16,,,
29/09/2020,Northern Ireland,N92000002,320,11269,0,579,,0,7943,46062,138,9,,,
28/09/2020,Northern Ireland,N92000002,220,10949,1,579,,0,5319,46190,134,21,,,
27/09/2020,Northern Ireland,N92000002,187,10729,0,578,,0,5724,45366,118,12,,,
26/09/2020,Northern Ireland,N92000002,319,10542,0,578,,0,4726,46097,109,11,,,
25/09/2020,Northern Ireland,N92000002,273,10223,1,578,,0,8664,47135,100,6,,,
24/09/2020,Northern Ireland,N92000002,189,9950,0,577,,0,7410,47595,100,8,,,
23/09/2020,Northern Ireland,N92000002,220,9761,0,577,,0,6276,,97,13,,,
22/09/2020,Northern Ireland,N92000002,75,9541,0,577,,0,8071,,92,8,,,
21/09/2020,Northern Ireland,N92000002,125,9466,0,577,,0,4495,,87,11,,,
20/09/2020,Northern Ireland,N92000002,176,9341,0,577,,0,6455,,79,6,,,
19/09/2020,Northern Ireland,N92000002,222,9165,2,577,,0,5764,,73,4,,,
18/09/2020,Northern Ireland,N92000002,163,8943,1,575,,0,9124,,72,3,,,
17/09/2020,Northern Ireland,N92000002,149,8780,0,574,,0,,,71,4,,,
16/09/2020,Northern Ireland,N92000002,129,8631,2,574,,0,,,72,3,,,
15/09/2020,Northern Ireland,N92000002,79,8502,1,572,,0,,,74,4,,,
14/09/2020,Northern Ireland,N92000002,109,8423,1,571,,0,,,74,8,,,
13/09/2020,Northern Ireland,N92000002,87,8314,0,570,,0,,,71,6,,,
12/09/2020,Northern Ireland,N92000002,104,8227,0,570,,0,,,65,4,,,
11/09/2020,Northern Ireland,N92000002,88,8123,2,570,,0,,,61,7,,,
10/09/2020,Northern Ireland,N92000002,78,8035,1,568,,0,,,58,7,,,
09/09/2020,Northern Ireland,N92000002,49,7957,0,567,,0,,,56,3,,,
08/09/2020,Northern Ireland,N92000002,40,7908,0,567,,0,,,57,9,,,
07/09/2020,Northern Ireland,N92000002,141,7868,2,567,,0,,,53,1,,,
06/09/2020,Northern Ireland,N92000002,106,7727,0,565,,0,,,54,4,,,
05/09/2020,Northern Ireland,N92000002,118,7621,1,565,,0,,,51,1,,,
04/09/2020,Northern Ireland,N92000002,61,7503,0,564,,0,,,51,2,,,
03/09/2020,Northern Ireland,N92000002,77,7442,2,564,,0,,,52,3,,,
02/09/2020,Northern Ireland,N92000002,71,7365,0,562,,0,,,52,0,,,
01/09/2020,Northern Ireland,N92000002,49,7294,1,562,,0,,,58,4,,,
31/08/2020,Northern Ireland,N92000002,58,7245,0,561,,0,,,59,5,,,
30/08/2020,Northern Ireland,N92000002,49,7187,0,561,,0,,,54,3,,,
29/08/2020,Northern Ireland,N92000002,89,7138,0,561,,0,,,55,2,,,
28/08/2020,Northern Ireland,N92000002,85,7049,1,561,,0,,,53,5,,,
27/08/2020,Northern Ireland,N92000002,69,6964,0,560,,0,,,50,4,,,
26/08/2020,Northern Ireland,N92000002,72,6895,0,560,,0,,,47,0,,,
25/08/2020,Northern Ireland,N92000002,47,6823,1,560,,0,,,53,2,,,
24/08/2020,Northern Ireland,N92000002,10,6776,0,559,,0,,,56,6,,,
23/08/2020,Northern Ireland,N92000002,119,6766,0,559,,0,,,52,3,,,
22/08/2020,Northern Ireland,N92000002,71,6647,0,559,,0,,,51,3,,,
21/08/2020,Northern Ireland,N92000002,20,6576,0,559,,0,,,52,2,,,
20/08/2020,Northern Ireland,N92000002,51,6556,0,559,,0,,,51,6,,,
19/08/2020,Northern Ireland,N92000002,34,6505,0,559,,0,,,46,6,,,
18/08/2020,Northern Ireland,N92000002,41,6471,0,559,,0,,,41,6,,,
17/08/2020,Northern Ireland,N92000002,39,6430,0,559,,0,,,37,6,,,
16/08/2020,Northern Ireland,N92000002,27,6391,0,559,,0,,,31,2,,,
15/08/2020,Northern Ireland,N92000002,65,6364,1,559,,0,,,31,2,,,
14/08/2020,Northern Ireland,N92000002,74,6299,0,558,,0,,,30,2,,,
13/08/2020,Northern Ireland,N92000002,8,6225,1,558,,0,,,30,4,,,
12/08/2020,Northern Ireland,N92000002,29,6217,0,557,,0,,,28,3,,,
11/08/2020,Northern Ireland,N92000002,48,6188,0,557,,0,,,29,2,,,
10/08/2020,Northern Ireland,N92000002,0,6140,0,557,,0,,,28,0,,,
09/08/2020,Northern Ireland,N92000002,0,6064,0,557,,0,,,29,2,,,
08/08/2020,Northern Ireland,N92000002,0,6064,1,557,,0,,,28,5,,,
07/08/2020,Northern Ireland,N92000002,15,6064,0,556,,0,,,25,0,,,
06/08/2020,Northern Ireland,N92000002,43,6049,0,556,,0,,,26,3,,,
05/08/2020,Northern Ireland,N92000002,10,6006,0,556,,0,,,23,1,,,
04/08/2020,Northern Ireland,N92000002,8,5996,0,556,,0,,,24,1,,,
03/08/2020,Northern Ireland,N92000002,0,5988,0,556,,0,,,25,3,,,
02/08/2020,Northern Ireland,N92000002,0,5948,0,556,,0,,,26,1,,,
01/08/2020,Northern Ireland,N92000002,0,5948,0,556,,0,,,27,3,,,
31/07/2020,Northern Ireland,N92000002,10,5948,0,556,,0,,,25,2,,,
30/07/2020,Northern Ireland,N92000002,8,5938,0,556,,0,,,24,1,,,
29/07/2020,Northern Ireland,N92000002,9,5930,0,556,,0,,,26,2,,,
28/07/2020,Northern Ireland,N92000002,9,5921,0,556,,0,,,25,1,,,
27/07/2020,Northern Ireland,N92000002,0,5912,0,556,,0,,,25,2,,,
26/07/2020,Northern Ireland,N92000002,0,5891,0,556,,0,,,24,0,,,
25/07/2020,Northern Ireland,N92000002,0,5891,0,556,,0,,,25,2,,,
24/07/2020,Northern Ireland,N92000002,15,5891,0,556,,0,,,25,3,,,
23/07/2020,Northern Ireland,N92000002,8,5876,0,556,,0,,,24,0,,,
22/07/2020,Northern Ireland,N92000002,9,5868,0,556,,0,,,24,2,,,
21/07/2020,Northern Ireland,N92000002,2,5859,0,556,,0,,,25,0,,,
20/07/2020,Northern Ireland,N92000002,0,5857,0,556,,0,,,27,1,,,
19/07/2020,Northern Ireland,N92000002,0,5834,0,556,,0,,,26,1,,,
18/07/2020,Northern Ireland,N92000002,0,5834,0,556,,0,,,25,2,,,
17/07/2020,Northern Ireland,N92000002,19,5834,0,556,,0,,,23,0,,,
16/07/2020,Northern Ireland,N92000002,16,5815,0,556,,0,,,25,2,,,
15/07/2020,Northern Ireland,N92000002,9,5799,0,556,,0,,,25,1,,,
14/07/2020,Northern Ireland,N92000002,2,5790,0,556,,0,,,24,0,,,
13/07/2020,Northern Ireland,N92000002,0,5788,0,556,,0,,,26,1,,,
12/07/2020,Northern Ireland,N92000002,0,5772,1,556,,0,,,27,0,,,
11/07/2020,Northern Ireland,N92000002,0,5772,0,555,,0,,,29,1,,,
10/07/2020,Northern Ireland,N92000002,4,5772,0,555,,0,,,28,0,,,
09/07/2020,Northern Ireland,N92000002,3,5768,1,555,,0,,,30,3,,,
08/07/2020,Northern Ireland,N92000002,4,5765,0,554,,0,,,31,3,,,
07/07/2020,Northern Ireland,N92000002,5,5761,0,554,,0,,,31,1,,,
06/07/2020,Northern Ireland,N92000002,0,5756,0,554,,0,,,30,1,,,
05/07/2020,Northern Ireland,N92000002,0,5747,0,554,,0,,,30,0,,,
04/07/2020,Northern Ireland,N92000002,0,5747,0,554,,0,,,30,3,,,
03/07/2020,Northern Ireland,N92000002,4,5747,2,554,,0,,,28,1,,,
02/07/2020,Northern Ireland,N92000002,7,5768,0,552,,0,,,31,2,,,
01/07/2020,Northern Ireland,N92000002,1,5761,1,552,,0,,,32,0,,,
30/06/2020,Northern Ireland,N92000002,3,5760,0,551,,0,,,34,2,,,
29/06/2020,Northern Ireland,N92000002,6,5757,1,551,,0,,,36,0,,,
28/06/2020,Northern Ireland,N92000002,1,5751,0,550,,0,,,40,3,,,
27/06/2020,Northern Ireland,N92000002,2,5750,0,550,,0,,,37,0,,,
26/06/2020,Northern Ireland,N92000002,4,5748,2,550,,0,,,40,2,,,
25/06/2020,Northern Ireland,N92000002,1,4874,1,548,,0,,,47,2,,,
24/06/2020,Northern Ireland,N92000002,2,4873,0,547,,0,,,48,1,,,
23/06/2020,Northern Ireland,N92000002,0,4871,1,547,,0,,,53,3,,,
22/06/2020,Northern Ireland,N92000002,1,4871,1,546,,0,,,52,2,,,
21/06/2020,Northern Ireland,N92000002,4,4870,0,545,,0,,,51,4,,,
20/06/2020,Northern Ireland,N92000002,0,4866,0,545,,0,,,47,3,,,
19/06/2020,Northern Ireland,N92000002,3,4866,1,545,,0,,,45,1,,,
18/06/2020,Northern Ireland,N92000002,1,4863,1,544,,0,,,50,1,,,
17/06/2020,Northern Ireland,N92000002,8,4862,1,543,,0,,,53,1,,,
16/06/2020,Northern Ireland,N92000002,2,4854,1,542,,0,,,59,1,,,
15/06/2020,Northern Ireland,N92000002,4,4852,0,541,,0,,,66,0,,,
14/06/2020,Northern Ireland,N92000002,7,4848,0,541,,0,,,67,0,,,
13/06/2020,Northern Ireland,N92000002,3,4841,1,541,,0,,,68,2,,,
12/06/2020,Northern Ireland,N92000002,16,4838,1,540,,0,,,70,2,,,
11/06/2020,Northern Ireland,N92000002,4,4822,2,539,,0,,,75,5,,,
10/06/2020,Northern Ireland,N92000002,13,4818,0,537,,0,,,81,5,,,
09/06/2020,Northern Ireland,N92000002,3,4805,0,537,,0,,,83,5,,,
08/06/2020,Northern Ireland,N92000002,6,4802,0,537,,0,,,89,2,,,
07/06/2020,Northern Ireland,N92000002,6,4796,0,537,,0,,,89,1,,,
