X,Y,Date,ConfirmedCovidCases,TotalConfirmedCovidCases,ConfirmedCovidDeaths,TotalCovidDeaths,StatisticsProfileDate,CovidCasesConfirmed,HospitalisedCovidCases,RequiringICUCovidCases,HealthcareWorkersCovidCases,ClustersNotified,HospitalisedAged5,HospitalisedAged5to14,HospitalisedAged15to24,HospitalisedAged25to34,HospitalisedAged35to44,HospitalisedAged45to54,HospitalisedAged55to64,Male,Female,Unknown,Aged1to4,Aged5to14,Aged15to24,Aged25to34,Aged35to44,Aged45to54,Aged55to64,Median_Age,CommunityTransmission,CloseContact,TravelAbroad,FID,HospitalisedAged65to74,HospitalisedAged75to84,HospitalisedAged85up,Aged65to74,Aged75to84,Aged85up
-856335.869598373,7036492.39571864,2020/09/22 00:00:00+00,334,33444,0,1792,2020/09/21 00:00:00+00,33415,3573,475,9108,3521,29,19,92,216,290,485,526,14901,18511,3,470,985,3625,5857,5745,5650,3929,30,0,0,0,206,641,780,494,2204,2470,2464
-856335.869598373,7036492.39571864,2020/09/23 00:00:00+00,234,33675,2,1794,2020/09/22 00:00:00+00,33642,3578,475,9127,3595,29,19,92,217,291,485,527,15013,18626,3,470,999,3700,5892,5774,5678,3955,31,0,0,0,207,642,780,495,2217,2476,2465
-856335.869598373,7036492.39571864,2020/09/24 00:00:00+00,324,33994,3,1797,2020/09/23 00:00:00+00,33962,3590,477,9154,3699,29,19,93,217,291,487,530,15179,18780,3,479,1020,3766,5947,5829,5731,3985,37,0,0,0,208,644,783,496,2231,2489,2469
-856335.869598373,7036492.39571864,2020/09/25 00:00:00+00,326,34315,0,1797,2020/09/24 00:00:00+00,34286,3607,479,9182,3795,29,19,93,217,294,490,535,15340,18943,3,483,1042,3853,6015,5872,5772,4018,30,0,0,0,209,648,785,496,2247,2498,2470
-856335.869598373,7036492.39571864,2020/09/26 00:00:00+00,248,34560,5,1802,2020/09/25 00:00:00+00,34534,3619,481,9202,3874,30,20,94,218,294,492,537,15472,19059,3,491,1063,3917,6063,5898,5805,4042,30,0,0,0,210,651,786,496,2263,2504,2472
-856335.869598373,7036492.39571864,2020/09/27 00:00:00+00,430,34990,0,1802,2020/09/26 00:00:00+00,34962,3628,482,9223,3948,30,21,95,219,294,492,539,15692,19267,3,500,1097,4029,6154,5958,5854,4071,31,0,0,0,211,653,787,497,2287,2514,2482
-856335.869598373,7036492.39571864,2020/09/28 00:00:00+00,390,35377,0,1802,2020/09/27 00:00:00+00,35345,3637,482,9237,3961,30,21,95,220,295,494,540,15878,19464,3,506,1122,4126,6227,6007,5916,4110,33,0,0,0,212,655,789,497,2306,2527,2482
-856335.869598373,7036492.39571864,2020/09/29 00:00:00+00,363,35740,1,1803,2020/09/28 00:00:00+00,35702,3651,483,9273,3971,31,21,96,221,297,496,543,16047,19652,3,514,1138,4221,6282,6061,5969,4150,36,0,0,0,213,658,789,498,2329,2535,2487
-856335.869598373,7036492.39571864,2020/09/30 00:00:00+00,429,36155,1,1804,2020/09/29 00:00:00+00,36130,3671,485,9309,4055,31,21,97,223,299,500,545,16250,19877,3,531,1164,4330,6352,6116,6029,4198,34,0,0,0,214,663,793,498,2349,2551,2494
-856335.869598373,7036492.39571864,2020/10/01 00:00:00+00,442,36597,4,1806,2020/09/30 00:00:00+00,36569,3687,486,9346,4138,31,22,98,223,300,503,545,16473,20093,3,539,1186,4426,6440,6196,6085,4250,35,0,0,0,215,666,799,499,2370,2563,2498
-856335.869598373,7036492.39571864,2020/10/02 00:00:00+00,470,37063,1,1801,2020/10/01 00:00:00+00,37027,3698,487,9387,4237,31,22,100,223,301,505,546,16693,20331,3,551,1220,4536,6516,6275,6160,4290,34,0,0,0,216,667,802,500,2391,2570,2502
-856335.869598373,7036492.39571864,2020/10/03 00:00:00+00,613,37668,10,1810,2020/10/02 00:00:00+00,37631,3711,487,9416,4330,32,22,100,225,302,506,550,17005,20623,3,570,1261,4687,6617,6374,6237,4357,33,0,0,0,217,669,803,501,2418,2579,2515
-856335.869598373,7036492.39571864,2020/10/04 00:00:00+00,364,38032,0,1810,2020/10/03 00:00:00+00,37992,3723,488,9440,4423,33,22,101,228,304,506,551,17199,20790,3,581,1280,4782,6704,6429,6277,4391,31,0,0,0,218,672,804,501,2430,2585,2517
-856335.869598373,7036492.39571864,2020/10/05 00:00:00+00,518,38549,0,1810,2020/10/04 00:00:00+00,38508,3734,490,9486,4443,33,23,101,228,307,507,553,17450,21055,3,596,1322,4911,6784,6517,6352,4433,34,0,0,0,219,673,807,501,2455,2601,2521
-856335.869598373,7036492.39571864,2020/10/06 00:00:00+00,432,38973,1,1811,2020/10/05 00:00:00+00,38934,3765,495,9539,4457,34,23,102,230,308,509,566,17664,21267,3,605,1351,5026,6841,6571,6415,4492,35,0,0,0,220,676,813,503,2469,2616,2532
-856335.869598373,7036492.39571864,2020/10/07 00:00:00+00,611,39584,5,1816,2020/10/06 00:00:00+00,39535,3795,498,9587,4554,35,23,105,231,309,512,573,17962,21570,3,623,1390,5174,6932,6629,6486,4568,36,0,0,0,221,680,818,508,2505,2647,2565
-856335.869598373,7036492.39571864,2020/10/08 00:00:00+00,506,40086,1,1817,2020/10/07 00:00:00+00,40038,3821,502,9636,4651,35,24,105,232,310,513,579,18204,21831,3,635,1415,5323,7010,6690,6556,4616,33,0,0,0,222,683,825,514,2541,2662,2574
-856335.869598373,7036492.39571864,2020/10/09 00:00:00+00,617,40703,5,1821,2020/10/08 00:00:00+00,40651,3844,504,9683,4795,36,24,106,233,315,517,581,18512,22136,3,651,1462,5511,7118,6782,6632,4665,29,0,0,0,223,685,831,515,2560,2676,2578
-856335.869598373,7036492.39571864,2020/10/10 00:00:00+00,1012,41714,3,1824,2020/10/09 00:00:00+00,41650,3875,508,9750,4904,38,25,107,239,315,523,584,19019,22628,3,682,1525,5804,7320,6905,6772,4751,30,0,0,0,224,691,832,520,2600,2688,2586
-856335.869598373,7036492.39571864,2020/10/11 00:00:00+00,817,42531,2,1826,2020/10/10 00:00:00+00,42448,3910,509,9788,4947,39,26,110,243,316,524,586,19445,23000,3,702,1586,6015,7462,7026,6864,4828,32,0,0,0,225,698,838,528,2639,2709,2599
-856335.869598373,7036492.39571864,2020/10/12 00:00:00+00,825,43351,1,1827,2020/10/11 00:00:00+00,43264,3932,511,9838,4957,39,26,113,245,318,528,588,19876,23385,3,725,1641,6234,7629,7125,6978,4901,30,0,0,0,226,701,841,531,2675,2729,2609
-856335.869598373,7036492.39571864,2020/10/13 00:00:00+00,811,44159,3,1830,2020/10/12 00:00:00+00,44070,3956,512,9895,4955,39,26,116,249,320,530,592,20289,23778,3,745,1698,6479,7773,7222,7071,4979,29,0,0,0,227,703,846,533,2713,2752,2620
-856335.869598373,7036492.39571864,2020/10/14 00:00:00+00,1095,45243,5,1835,2020/10/13 00:00:00+00,45142,4004,515,9971,5022,42,26,118,252,323,534,601,20813,24325,4,770,1767,6795,7962,7369,7201,5081,31,0,0,0,228,711,859,536,2766,2781,2631
-856335.869598373,7036492.39571864,2020/10/15 00:00:00+00,1205,46429,3,1838,2020/10/14 00:00:00+00,46348,4035,522,10048,5173,42,27,119,253,324,541,607,21429,24915,4,806,1858,7131,8172,7547,7362,5192,32,0,0,0,229,714,866,540,2819,2801,2641
-856335.869598373,7036492.39571864,2020/10/16 00:00:00+00,1000,47427,3,1841,2020/10/15 00:00:00+00,47342,4057,524,10108,5265,42,28,122,259,326,542,609,21904,25434,4,846,1949,7395,8328,7704,7488,5292,31,0,0,0,230,715,869,543,2860,2814,2647
-856335.869598373,7036492.39571864,2020/10/17 00:00:00+00,1276,48678,8,1849,2020/10/16 00:00:00+00,48609,4089,525,10166,5423,42,30,126,259,330,543,616,22543,26062,4,877,2042,7758,8532,7885,7665,5425,31,0,0,0,231,720,872,549,2911,2835,2660
-856335.869598373,7036492.39571864,2020/10/18 00:00:00+00,1283,49962,3,1852,2020/10/17 00:00:00+00,49854,4118,527,10205,5568,42,30,126,262,332,547,622,23151,26699,4,922,2171,8053,8740,8057,7822,5550,31,0,0,0,232,727,876,552,2972,2865,2682
-856335.869598373,7036492.39571864,2020/10/19 00:00:00+00,1031,50993,0,1852,2020/10/18 00:00:00+00,50853,4135,530,10231,5590,42,30,126,265,333,549,624,23650,27199,4,960,2281,8315,8895,8192,7947,5653,30,0,0,0,233,730,878,556,3013,2885,2691
-856335.869598373,7036492.39571864,2020/10/20 00:00:00+00,1269,52256,13,1865,2020/10/19 00:00:00+00,52102,4181,537,10279,5617,43,32,126,267,334,555,636,24256,27842,4,1008,2391,8631,9054,8347,8118,5822,34,0,0,0,234,735,890,561,3076,2923,2711
-856335.869598373,7036492.39571864,2020/10/21 00:00:00+00,1167,53422,3,1868,2020/10/20 00:00:00+00,53257,4240,543,10361,5765,43,33,128,271,335,560,651,24790,28463,4,1051,2495,8910,9229,8495,8278,5934,33,0,0,0,235,748,899,570,3132,2960,2751
-856335.869598373,7036492.39571864,2020/10/22 00:00:00+00,1066,53410,3,1871,2020/10/21 00:00:00+00,54317,4275,544,10411,5900,43,33,130,274,339,564,657,25323,28990,4,1106,2602,9138,9403,8641,8411,6027,32,0,0,0,236,753,905,575,3197,2991,2779
-856335.869598373,7036492.39571864,2020/10/23 00:00:00+00,777,55261,7,1878,2020/10/22 00:00:00+00,55072,4296,545,10444,6000,43,33,130,275,340,566,658,25748,29320,4,1136,2676,9314,9510,8757,8516,6116,33,0,0,0,237,759,912,578,3226,3014,2785
-856335.869598373,7036492.39571864,2020/10/24 00:00:00+00,859,56108,4,1883,2020/10/23 00:00:00+00,55910,4343,549,10491,6143,43,33,131,276,344,568,664,26152,29754,4,1156,2765,9503,9637,8860,8635,6214,34,0,0,0,238,774,928,580,3291,3036,2791
-856335.869598373,7036492.39571864,2020/10/25 00:00:00+00,1025,57128,0,1882,2020/10/24 00:00:00+00,56923,4363,551,10532,6249,43,33,134,277,345,569,668,26656,30263,4,1210,2888,9744,9785,9010,8755,6321,31,0,0,0,239,776,932,584,3330,3057,2801
-856335.869598373,7036492.39571864,2020/10/26 00:00:00+00,939,58067,3,1885,2020/10/25 00:00:00+00,57853,4392,556,10563,6257,43,35,134,278,346,572,669,27099,30750,4,1243,3006,9950,9920,9129,8880,6412,32,0,0,0,240,787,939,587,3382,3092,2817
-856335.869598373,7036492.39571864,2020/10/27 00:00:00+00,720,58767,5,1890,2020/10/26 00:00:00+00,58562,4403,557,10593,6254,43,35,135,278,347,573,670,27445,31113,4,1273,3074,10106,10028,9226,8993,6487,33,0,0,0,241,790,941,589,3418,3110,2825
-856335.869598373,7036492.39571864,2020/10/28 00:00:00+00,675,59434,6,1896,2020/10/27 00:00:00+00,59225,4440,560,10627,6291,45,35,137,281,352,579,674,27749,31472,4,1310,3143,10241,10124,9323,9094,6552,34,0,0,0,242,791,948,596,3442,3133,2841
-856335.869598373,7036492.39571864,2020/10/29 00:00:00+00,866,60297,6,1902,2020/10/28 00:00:00+00,60068,4481,564,10664,6372,46,35,139,282,358,584,677,28160,31904,4,1335,3245,10406,10251,9445,9213,6633,35,0,0,0,243,801,956,601,3493,3157,2868
-856335.869598373,7036492.39571864,2020/10/30 00:00:00+00,772,61059,6,1908,2020/10/29 00:00:00+00,60822,4516,568,10706,6494,46,35,140,287,363,588,678,28518,32300,4,1375,3330,10550,10353,9561,9323,6715,35,0,0,0,244,809,964,604,3538,3173,2882
-856335.869598373,7036492.39571864,2020/10/31 00:00:00+00,416,61456,5,1913,2020/10/30 00:00:00+00,61221,4535,570,10736,6584,46,36,142,288,364,589,681,28694,32523,4,1388,3368,10636,10419,9615,9383,6756,34,0,0,0,245,814,968,605,3564,3185,2885
-856335.869598373,7036492.39571864,2020/11/01 00:00:00+00,552,62002,2,1915,2020/10/31 00:00:00+00,61759,4554,571,10768,6678,47,38,142,289,364,592,683,28962,32791,6,1416,3454,10726,10481,9690,9461,6810,35,0,0,0,246,818,971,608,3597,3208,2894
-856335.869598373,7036492.39571864,2020/11/02 00:00:00+00,767,62750,2,1917,2020/11/01 00:00:00+00,62506,4574,574,10823,6703,48,39,144,290,367,592,687,29306,33194,6,1451,3540,10871,10606,9812,9570,6869,33,0,0,0,247,821,976,608,3629,3232,2904
-856335.869598373,7036492.39571864,2020/11/03 00:00:00+00,322,63048,5,1922,2020/11/02 00:00:00+00,62816,4597,577,10855,6708,48,40,146,290,369,595,689,29451,33359,6,1468,3576,10912,10657,9868,9605,6896,37,0,0,0,248,827,982,609,3649,3249,2912
-856335.869598373,7036492.39571864,2020/11/04 00:00:00+00,444,63483,8,1930,2020/11/03 00:00:00+00,63258,4633,581,10903,6850,49,40,149,290,370,598,694,29657,33595,6,1494,3622,10970,10735,9927,9665,6951,37,0,0,0,249,833,993,615,3673,3268,2929
-856335.869598373,7036492.39571864,2020/11/05 00:00:00+00,591,64046,3,1933,2020/11/04 00:00:00+00,63838,4682,585,10983,6945,50,41,150,295,371,604,696,29934,33898,6,1514,3664,11055,10839,10018,9757,7004,38,0,0,0,250,847,1006,620,3714,3299,2950
-856335.869598373,7036492.39571864,2020/11/06 00:00:00+00,449,64538,8,1940,2020/11/05 00:00:00+00,64331,4706,588,11045,7071,50,41,150,297,373,607,699,30180,34144,7,1535,3715,11147,10936,10090,9821,7039,32,0,0,0,251,851,1015,621,3740,3321,2963
-856335.869598373,7036492.39571864,2020/11/07 00:00:00+00,335,64855,5,1945,2020/11/06 00:00:00+00,64662,4735,591,11084,7138,50,41,151,300,377,608,706,30336,34319,7,1544,3757,11194,10985,10155,9871,7076,37,0,0,0,252,858,1019,623,3760,3330,2966
-856335.869598373,7036492.39571864,2020/11/08 00:00:00+00,542,65394,2,1947,2020/11/07 00:00:00+00,65181,4770,592,11134,7241,50,41,151,303,380,612,707,30608,34566,7,1566,3803,11289,11076,10235,9946,7120,35,0,0,0,253,862,1028,634,3790,3350,2982
-856335.869598373,7036492.39571864,2020/11/09 00:00:00+00,270,65659,1,1948,2020/11/08 00:00:00+00,65445,4781,594,11169,7266,50,42,152,303,382,613,709,30749,34689,7,1571,3842,11347,11113,10278,9981,7145,34,0,0,0,254,863,1029,636,3806,3353,2985
-856335.869598373,7036492.39571864,2020/11/10 00:00:00+00,270,65889,16,1963,2020/11/09 00:00:00+00,65712,4829,599,11225,7313,51,42,154,305,385,618,713,30871,34834,7,1581,3858,11392,11152,10319,10018,7166,41,0,0,0,255,879,1041,639,3835,3370,2997
-856335.869598373,7036492.39571864,2020/11/11 00:00:00+00,362,66247,2,1965,2020/11/10 00:00:00+00,66071,4868,599,11300,7412,52,42,155,305,386,621,716,31056,35008,7,1594,3887,11455,11201,10364,10090,7201,41,0,0,0,256,888,1053,648,3854,3389,3012
-856335.869598373,7036492.39571864,2020/11/12 00:00:00+00,395,66632,1,1965,2020/11/11 00:00:00+00,66462,4913,603,11346,7748,52,44,157,307,386,628,720,31253,35202,7,1609,3922,11542,11259,10423,10137,7232,34,0,0,0,257,896,1064,657,3874,3406,3034
-856335.869598373,7036492.39571864,2020/11/13 00:00:00+00,482,67099,7,1972,2020/11/12 00:00:00+00,66939,4934,606,11416,7955,52,44,157,308,388,631,722,31487,35445,7,1642,3967,11618,11339,10482,10204,7281,35,0,0,0,258,898,1075,657,3892,3439,3051
-856335.869598373,7036492.39571864,2020/11/14 00:00:00+00,456,67526,6,1978,2020/11/13 00:00:00+00,67394,4956,607,11465,8110,52,45,158,308,390,633,724,31697,35690,7,1659,4025,11704,11417,10558,10258,7327,33,0,0,0,259,901,1082,661,3906,3455,3061
-856335.869598373,7036492.39571864,2020/11/15 00:00:00+00,378,67903,1,1979,2020/11/14 00:00:00+00,67764,4983,610,11514,8235,52,45,160,309,392,635,728,31881,35876,7,1669,4065,11756,11479,10627,10308,7363,38,0,0,0,260,908,1087,665,3935,3467,3071
-856335.869598373,7036492.39571864,2020/11/16 00:00:00+00,456,68356,5,1984,2020/11/15 00:00:00+00,68214,5002,611,11594,8311,52,45,161,309,393,637,729,32077,36130,7,1698,4105,11846,11554,10703,10375,7395,33,0,0,0,261,910,1095,669,3949,3481,3084
-856335.869598373,7036492.39571864,2020/11/17 00:00:00+00,366,68686,11,1995,2020/11/16 00:00:00+00,68574,5038,613,11674,8398,53,45,163,311,396,641,736,32242,36325,7,1718,4142,11900,11606,10759,10432,7428,38,0,0,0,262,916,1101,674,3971,3493,3101
-856335.869598373,7036492.39571864,2020/11/18 00:00:00+00,379,69058,12,2006,2020/11/17 00:00:00+00,68955,5066,614,11736,8461,53,45,166,315,397,645,737,32417,36531,7,1732,4187,11970,11664,10820,10496,7464,36,0,0,0,263,922,1108,676,3989,3502,3107
-856335.869598373,7036492.39571864,2020/11/19 00:00:00+00,429,69473,4,2010,2020/11/18 00:00:00+00,69374,5108,616,11789,8530,54,45,171,318,399,652,739,32608,36759,7,1749,4219,12066,11733,10895,10545,7495,34,0,0,0,264,926,1119,683,4011,3521,3116
-856335.869598373,7036492.39571864,2020/11/20 00:00:00+00,330,69802,8,2018,2020/11/19 00:00:00+00,69704,5140,618,11828,8708,54,46,171,319,403,653,742,32782,36915,7,1757,4263,12121,11782,10951,10586,7523,37,0,0,0,265,935,1126,689,4028,3539,3129
-856335.869598373,7036492.39571864,2020/11/21 00:00:00+00,344,70143,4,2022,2020/11/20 00:00:00+00,70038,5153,618,11868,8873,54,46,171,321,404,654,743,32931,37100,7,1772,4306,12192,11836,11002,10633,7543,32,0,0,0,266,935,1130,693,4044,3550,3135
-856335.869598373,7036492.39571864,2020/11/22 00:00:00+00,318,70461,1,2023,2020/11/21 00:00:00+00,70344,5167,618,11886,9043,54,46,172,322,406,655,745,33082,37255,7,1784,4346,12285,11877,11041,10662,7571,28,0,0,0,267,937,1134,694,4058,3556,3139
-856335.869598373,7036492.39571864,2020/11/23 00:00:00+00,252,70711,0,2022,2020/11/22 00:00:00+00,70593,5176,619,11903,9062,54,46,172,322,407,655,747,33205,37381,7,1795,4377,12337,11908,11077,10701,7591,34,0,0,0,268,938,1138,695,4072,3566,3144
-856335.869598373,7036492.39571864,2020/11/24 00:00:00+00,226,70930,6,2028,2020/11/23 00:00:00+00,70819,5217,623,11938,9096,54,46,172,322,409,659,751,33322,37490,7,1798,4393,12378,11942,11109,10730,7615,41,0,0,0,269,943,1154,705,4082,3592,3155
-856335.869598373,7036492.39571864,2020/11/25 00:00:00+00,269,71187,6,2033,2020/11/24 00:00:00+00,71075,5240,626,11966,9134,54,46,172,324,410,659,754,33439,37629,7,1803,4432,12425,11976,11148,10762,7642,35,0,0,0,270,950,1159,710,4101,3601,3160
-856335.869598373,7036492.39571864,2020/11/26 00:00:00+00,335,71494,3,2036,2020/11/25 00:00:00+00,71407,5258,626,12004,9197,54,46,173,325,410,661,757,33600,37800,7,1816,4467,12488,12030,11193,10818,7670,35,0,0,0,271,953,1163,714,4116,3612,3171
-856335.869598373,7036492.39571864,2020/11/27 00:00:00+00,206,71699,7,2043,2020/11/26 00:00:00+00,71608,5269,629,12033,9345,54,46,174,325,412,663,759,33698,37903,7,1828,4492,12534,12051,11224,10851,7685,34,0,0,0,272,954,1164,716,4124,3617,3176
-856335.869598373,7036492.39571864,2020/11/28 00:00:00+00,243,71942,7,2050,2020/11/27 00:00:00+00,71845,5287,629,12047,9378,54,46,175,327,413,666,762,33833,38005,7,1845,4518,12583,12085,11267,10875,7698,32,0,0,0,273,956,1169,717,4133,3630,3185
-856335.869598373,7036492.39571864,2020/11/29 00:00:00+00,299,72241,2,2052,2020/11/28 00:00:00+00,72140,5312,630,12092,9393,54,47,176,331,416,667,763,33989,38144,7,1861,4559,12625,12134,11318,10910,7726,34,0,0,0,274,964,1174,718,4148,3644,3189
-856335.869598373,7036492.39571864,2020/11/30 00:00:00+00,306,72544,1,2053,2020/11/29 00:00:00+00,72442,5321,630,12133,9400,54,47,176,331,416,668,764,34144,38291,7,1870,4592,12677,12186,11373,10953,7750,35,0,0,0,275,966,1178,719,4162,3656,3197
-856335.869598373,7036492.39571864,2020/12/01 00:00:00+00,269,72798,18,2069,2020/11/30 00:00:00+00,72711,5342,630,12174,9411,54,47,176,334,417,673,765,34277,38427,7,1884,4620,12731,12219,11419,10992,7771,35,0,0,0,276,968,1181,725,4174,3669,3206
-856335.869598373,7036492.39571864,2020/12/02 00:00:00+00,270,73066,5,2074,2020/12/01 00:00:00+00,72978,5372,635,12216,9538,54,47,177,335,419,677,769,34415,38556,7,1894,4654,12776,12252,11467,11026,7797,37,0,0,0,277,975,1188,729,4188,3685,3213
-856335.869598373,7036492.39571864,2020/12/03 00:00:00+00,183,73228,6,2080,2020/12/02 00:00:00+00,73159,5395,638,12239,9606,54,47,177,337,420,679,775,34496,38656,7,1900,4675,12806,12283,11489,11049,7818,36,0,0,0,278,979,1195,730,4198,3694,3221
-856335.869598373,7036492.39571864,2020/12/04 00:00:00+00,265,73491,6,2086,2020/12/03 00:00:00+00,73423,5403,640,12272,9640,55,47,177,338,420,681,776,34630,38786,7,1911,4719,12845,12330,11525,11087,7839,33,0,0,0,279,980,1196,731,4210,3704,3227
-856335.869598373,7036492.39571864,2020/12/05 00:00:00+00,456,73948,13,2099,2020/12/04 00:00:00+00,73868,5442,641,12346,9700,55,47,177,341,421,685,780,34847,39014,7,1927,4767,12901,12412,11586,11147,7886,38,0,0,0,280,992,1204,738,4240,3728,3248
-856335.869598373,7036492.39571864,2020/12/06 00:00:00+00,301,74246,0,2099,2020/12/05 00:00:00+00,74166,5454,642,12372,9722,55,48,178,341,421,685,780,34980,39179,7,1956,4819,12935,12456,11619,11186,7908,32,0,0,0,281,997,1205,742,4261,3734,3266
-856335.869598373,7036492.39571864,2020/12/07 00:00:00+00,242,74468,0,2099,2020/12/06 00:00:00+00,74407,5465,643,12410,9746,55,48,178,341,423,685,782,35092,39308,7,1970,4851,12963,12490,11662,11219,7931,37,0,0,0,282,1000,1208,743,4276,3744,3275
-856335.869598373,7036492.39571864,2020/12/08 00:00:00+00,215,74682,1,2097,2020/12/07 00:00:00+00,74618,5482,644,12438,9824,55,48,180,342,423,685,786,35185,39426,7,1976,4877,12991,12527,11694,11254,7957,36,0,0,0,283,1007,1209,745,4288,3747,3281
-856335.869598373,7036492.39571864,2020/12/09 00:00:00+00,227,74900,5,2102,2020/12/08 00:00:00+00,74838,5498,647,12470,9878,55,49,181,342,424,685,788,35280,39551,7,1985,4902,13026,12560,11732,11287,7976,37,0,0,0,284,1014,1212,746,4303,3753,3288
-856335.869598373,7036492.39571864,2020/12/10 00:00:00+00,310,75203,15,2117,2020/12/09 00:00:00+00,75147,5517,649,12509,9983,56,49,182,344,425,687,794,35442,39698,7,1996,4943,13065,12608,11779,11332,8024,39,0,0,0,285,1018,1214,746,4320,3762,3292
-856335.869598373,7036492.39571864,2020/12/11 00:00:00+00,313,75507,3,2120,2020/12/10 00:00:00+00,75459,5537,649,12552,10048,56,49,185,345,426,691,794,35586,39866,7,2010,4972,13120,12666,11833,11385,8046,34,0,0,0,286,1021,1219,749,4330,3772,3299
-856335.869598373,7036492.39571864,2020/12/12 00:00:00+00,247,75756,3,2123,2020/12/11 00:00:00+00,75702,5550,650,12583,10090,56,49,186,346,426,693,796,35709,39986,7,2020,5003,13154,12715,11871,11425,8065,33,0,0,0,287,1023,1222,751,4337,3784,3302
-856335.869598373,7036492.39571864,2020/12/13 00:00:00+00,429,76185,1,2124,2020/12/12 00:00:00+00,76128,5568,652,12637,10117,56,49,186,348,427,699,801,35905,40216,7,2038,5061,13228,12788,11930,11493,8098,34,0,0,0,288,1024,1223,753,4354,3800,3312
-856335.869598373,7036492.39571864,2020/12/14 00:00:00+00,264,76449,2,2126,2020/12/13 00:00:00+00,76391,5578,654,12647,10150,56,49,187,348,429,700,802,36034,40350,7,2040,5100,13273,12826,11978,11525,8119,36,0,0,0,289,1025,1225,755,4367,3813,3324
-856335.869598373,7036492.39571864,2020/12/15 00:00:00+00,329,76776,8,2134,2020/12/14 00:00:00+00,76720,5613,655,12679,10180,56,49,188,351,434,701,809,36196,40517,7,2045,5138,13335,12872,12037,11564,8158,37,0,0,0,290,1030,1236,757,4380,3831,3334
-856335.869598373,7036492.39571864,2020/12/16 00:00:00+00,431,77197,6,2140,2020/12/15 00:00:00+00,77147,5633,658,12738,10207,56,49,189,351,436,701,812,36377,40763,7,2063,5196,13398,12938,12116,11628,8206,35,0,0,0,291,1035,1242,760,4394,3844,3338
-856335.869598373,7036492.39571864,2020/12/17 00:00:00+00,484,77678,3,2143,2020/12/16 00:00:00+00,77628,5673,663,12798,10245,56,50,190,354,437,705,819,36621,41000,7,2081,5233,13471,13026,12184,11707,8269,37,0,0,0,292,1039,1255,766,4421,3864,3346
-856335.869598373,7036492.39571864,2020/12/18 00:00:00+00,582,78254,6,2149,2020/12/17 00:00:00+00,78207,5694,665,12862,10288,56,50,192,356,437,708,821,36932,41268,7,2100,5279,13543,13153,12268,11779,8347,38,0,0,0,293,1045,1259,768,4457,3888,3367
-856335.869598373,7036492.39571864,2020/12/19 00:00:00+00,527,78776,5,2154,2020/12/18 00:00:00+00,78735,5714,667,12907,10339,56,51,193,357,437,714,824,37203,41525,7,2123,5338,13614,13250,12363,11862,8405,36,0,0,0,294,1047,1263,770,4480,3901,3373
-856335.869598373,7036492.39571864,2020/12/20 00:00:00+00,764,79542,4,2158,2020/12/19 00:00:00+00,79494,5743,673,12963,10391,57,53,195,358,440,715,830,37606,41881,7,2155,5409,13774,13368,12496,11964,8481,34,0,0,0,295,1051,1270,772,4519,3921,3381
-856335.869598373,7036492.39571864,2020/12/21 00:00:00+00,727,80267,0,2158,2020/12/20 00:00:00+00,80220,5782,674,13049,10397,57,53,199,359,443,719,833,37964,42249,7,2188,5478,13872,13502,12610,12071,8563,36,0,0,0,296,1061,1280,776,4560,3949,3401
-856335.869598373,7036492.39571864,2020/12/22 00:00:00+00,970,81228,13,2171,2020/12/21 00:00:00+00,81186,5822,675,13161,10412,57,53,201,360,447,723,839,38433,42746,7,2237,5568,14021,13663,12782,12211,8665,37,0,0,0,297,1066,1291,783,4608,3981,3424
-856335.869598373,7036492.39571864,2020/12/23 00:00:00+00,938,82155,13,2184,2020/12/22 00:00:00+00,82121,5852,678,13255,10471,57,53,203,361,451,725,842,38849,43265,7,2267,5637,14211,13820,12944,12341,8771,36,0,0,0,298,1074,1294,790,4656,4006,3442
-856335.869598373,7036492.39571864,2020/12/24 00:00:00+00,922,83073,8,2192,2020/12/23 00:00:00+00,83039,5889,685,13347,10509,57,54,206,365,454,730,847,39289,43743,7,2305,5708,14403,13995,13088,12471,8861,33,0,0,0,299,1076,1304,794,4700,4032,3450
-856335.869598373,7036492.39571864,2020/12/25 00:00:00+00,1025,84098,2,2194,2020/12/24 00:00:00+00,84056,5932,691,13431,10557,57,56,208,368,458,733,853,39799,44250,7,2343,5786,14598,14188,13266,12603,8966,35,0,0,0,300,1082,1313,802,4752,4059,3469
-856335.869598373,7036492.39571864,2020/12/26 00:00:00+00,1296,85394,6,2200,2020/12/25 00:00:00+00,85348,5974,698,13497,10599,58,57,210,373,462,736,861,40462,44878,8,2378,5884,14888,14448,13434,12779,9121,33,0,0,0,301,1088,1319,808,4807,4090,3493
-856335.869598373,7036492.39571864,2020/12/27 00:00:00+00,744,86129,4,2204,2020/12/26 00:00:00+00,86090,6013,700,13560,10599,58,57,211,378,464,740,863,40849,45233,8,2395,5925,15029,14621,13540,12877,9199,34,0,0,0,302,1094,1334,812,4851,4123,3504
-856335.869598373,7036492.39571864,2020/12/28 00:00:00+00,765,86894,1,2205,2020/12/27 00:00:00+00,86852,6037,702,13597,10610,59,58,212,380,464,742,864,41250,45593,9,2429,5969,15184,14789,13669,12965,9276,33,0,0,0,303,1098,1341,817,4886,4145,3514
