X,Y,Date,ConfirmedCovidCases,TotalConfirmedCovidCases,ConfirmedCovidDeaths,TotalCovidDeaths,StatisticsProfileDate,CovidCasesConfirmed,HospitalisedCovidCases,RequiringICUCovidCases,HealthcareWorkersCovidCases,ClustersNotified,HospitalisedAged5,HospitalisedAged5to14,HospitalisedAged15to24,HospitalisedAged25to34,HospitalisedAged35to44,HospitalisedAged45to54,HospitalisedAged55to64,Male,Female,Unknown,Aged1to4,Aged5to14,Aged15to24,Aged25to34,Aged35to44,Aged45to54,Aged55to64,Median_Age,CommunityTransmission,CloseContact,TravelAbroad,FID,HospitalisedAged65to74,HospitalisedAged75to84,HospitalisedAged85up,Aged65to74,Aged75to84,Aged85up
-856335.869598373,7036492.39571864,2021/09/13 00:00:00+00,1394,367536,,5155,2021/09/12 00:00:00+00,367422,16933,1814,32702,0,302,210,836,1302,1486,1975,2284,179109,188277,36,14389,35853,78342,64579,56079,47593,33899,22,0,0,0,562,2861,3440,2231,16774,11528,8336
-856335.869598373,7036492.39571864,2021/09/14 00:00:00+00,1181,368712,,5155,2021/09/13 00:00:00+00,368597,16989,1823,32739,0,302,213,842,1304,1489,1982,2289,179688,188873,36,14473,36153,78542,64717,56241,47703,33970,25,0,0,0,563,2870,3456,2236,16834,11564,8350
-856335.869598373,7036492.39571864,2021/09/15 00:00:00+00,1185,369893,24,5179,2021/09/14 00:00:00+00,369778,17026,1831,32782,0,303,213,842,1309,1492,1983,2298,180258,189484,36,14557,36491,78702,64858,56404,47850,34042,25,0,0,0,564,2873,3464,2243,16878,11583,8363
-856335.869598373,7036492.39571864,2021/09/16 00:00:00+00,1413,371301,,5179,2021/09/15 00:00:00+00,371189,17063,1836,32818,0,304,215,844,1310,1497,1989,2301,180968,190185,36,14650,36900,78910,65015,56607,48009,34126,24,0,0,0,565,2884,3468,2245,16937,11608,8377
-856335.869598373,7036492.39571864,2021/09/17 00:00:00+00,1392,372687,,5179,2021/09/16 00:00:00+00,372579,17101,1839,32858,0,306,218,848,1311,1500,1992,2305,181653,190890,36,14735,37238,79147,65204,56800,48161,34209,26,0,0,0,566,2889,3475,2251,16987,11640,8407
-856335.869598373,7036492.39571864,2021/09/18 00:00:00+00,1456,374143,,5179,2021/09/17 00:00:00+00,374030,17144,1840,32898,0,306,220,855,1316,1503,1994,2312,182352,191642,36,14817,37619,79380,65404,56994,48315,34306,27,0,0,0,567,2893,3483,2256,17050,11670,8424
-856335.869598373,7036492.39571864,2021/09/19 00:00:00+00,1224,375367,,5179,2021/09/18 00:00:00+00,375254,17166,1840,32925,0,306,221,856,1320,1508,1997,2312,182956,192262,36,14919,37965,79557,65554,57169,48435,34375,24,0,0,0,568,2896,3485,2259,17099,11695,8435
-856335.869598373,7036492.39571864,2021/09/20 00:00:00+00,1154,376517,,5179,2021/09/19 00:00:00+00,376406,17182,1841,32966,0,307,222,856,1321,1510,1998,2314,183541,192829,36,15003,38237,79739,65710,57361,48564,34436,27,0,0,0,569,2898,3489,2261,17138,11722,8445
-856335.869598373,7036492.39571864,2021/09/21 00:00:00+00,1423,377937,,5179,2021/09/20 00:00:00+00,377824,17244,1847,33020,0,310,222,857,1325,1516,2006,2322,184252,193536,36,15087,38585,79920,65897,57562,48718,34540,30,0,0,0,570,2909,3505,2266,17199,11774,8489
-856335.869598373,7036492.39571864,2021/09/22 00:00:00+00,1432,379366,30,5209,2021/09/21 00:00:00+00,379257,17276,1850,33082,0,311,223,862,1329,1522,2008,2324,184973,194248,36,15192,38937,80130,66080,57808,48884,34627,27,0,0,0,571,2912,3509,2270,17237,11803,8505
-856335.869598373,7036492.39571864,2021/09/23 00:00:00+00,1355,380720,,5209,2021/09/22 00:00:00+00,380610,17315,1853,33146,0,312,224,863,1332,1527,2012,2329,185626,194948,36,15276,39269,80319,66254,58031,49010,34733,29,0,0,0,572,2924,3514,2272,17306,11843,8515
-856335.869598373,7036492.39571864,2021/09/24 00:00:00+00,1163,381883,,5209,2021/09/23 00:00:00+00,381771,17349,1856,33201,0,312,224,867,1335,1532,2017,2332,186201,195534,36,15345,39501,80513,66451,58202,49135,34817,29,0,0,0,573,2931,3520,2273,17360,11868,8525
-856335.869598373,7036492.39571864,2021/09/25 00:00:00+00,1335,383218,,5209,2021/09/24 00:00:00+00,383104,17394,1860,33251,0,312,225,870,1336,1537,2025,2336,186866,196202,36,15420,39791,80725,66646,58433,49264,34908,30,0,0,0,574,2938,3528,2281,17422,11899,8542
-856335.869598373,7036492.39571864,2021/09/26 00:00:00+00,1459,384677,,5209,2021/09/25 00:00:00+00,384562,17411,1863,33303,0,312,225,873,1336,1538,2026,2339,187596,196930,36,15515,40131,80933,66851,58655,49419,35026,29,0,0,0,575,2941,3533,2282,17492,11932,8554
-856335.869598373,7036492.39571864,2021/09/27 00:00:00+00,1049,385721,,5209,2021/09/26 00:00:00+00,385608,17426,1865,33343,0,314,226,873,1337,1539,2028,2343,188116,197456,36,15582,40378,81077,66964,58834,49540,35121,30,0,0,0,576,2943,3535,2282,17547,11954,8557
-856335.869598373,7036492.39571864,2021/09/28 00:00:00+00,1499,387218,,5209,2021/09/27 00:00:00+00,387104,17486,1871,33399,0,317,227,877,1341,1547,2036,2348,188838,198230,36,15667,40648,81311,67182,59070,49704,35252,32,0,0,0,577,2951,3547,2289,17623,12005,8587
-856335.869598373,7036492.39571864,2021/09/29 00:00:00+00,1453,388665,40,5249,2021/09/28 00:00:00+00,388550,17530,1880,33471,0,318,227,881,1348,1550,2040,2352,189567,198947,36,15754,40912,81549,67376,59293,49861,35394,31,0,0,0,578,2961,3554,2293,17720,12035,8601
-856335.869598373,7036492.39571864,2021/09/30 00:00:00+00,1271,389932,,5249,2021/09/29 00:00:00+00,389818,17582,1886,33521,0,321,230,882,1354,1556,2048,2358,190217,199565,36,15815,41130,81753,67542,59496,50015,35513,33,0,0,0,579,2966,3562,2299,17810,12072,8617
-856335.869598373,7036492.39571864,2021/10/01 00:00:00+00,1059,390989,,5249,2021/09/30 00:00:00+00,390879,17626,1889,33568,0,323,230,887,1356,1560,2054,2363,190748,200095,36,15863,41305,81916,67697,59668,50153,35612,33,0,0,0,580,2974,3567,2306,17872,12109,8629
-856335.869598373,7036492.39571864,2021/10/02 00:00:00+00,1586,392575,,5249,2021/10/01 00:00:00+00,392461,17667,1895,33628,0,323,230,888,1358,1567,2060,2369,191493,200932,36,15932,41581,82168,67933,59923,50329,35750,33,0,0,0,581,2980,3575,2311,17993,12156,8641
-856335.869598373,7036492.39571864,2021/10/03 00:00:00+00,1051,393626,,5249,2021/10/02 00:00:00+00,393511,17677,1897,33665,0,323,231,888,1359,1567,2062,2371,191991,201484,36,15992,41746,82322,68085,60082,50450,35879,34,0,0,0,582,2984,3575,2311,18066,12187,8647
-856335.869598373,7036492.39571864,2021/10/04 00:00:00+00,892,394519,,5249,2021/10/03 00:00:00+00,394403,17687,1900,33718,0,324,232,888,1359,1569,2064,2373,192420,201947,36,16039,41891,82467,68213,60211,50567,35955,33,0,0,0,583,2985,3575,2312,18128,12222,8655
-856335.869598373,7036492.39571864,2021/10/05 00:00:00+00,1124,395643,,5249,2021/10/04 00:00:00+00,395527,17757,1902,33784,0,324,233,892,1365,1578,2074,2381,192947,202544,36,16097,42061,82635,68383,60371,50700,36068,34,0,0,0,584,2996,3586,2322,18216,12263,8678
-856335.869598373,7036492.39571864,2021/10/06 00:00:00+00,984,396625,31,5280,2021/10/05 00:00:00+00,396511,17806,1905,33831,0,324,234,894,1369,1580,2077,2387,193419,203055,37,16154,42225,82765,68488,60532,50834,36174,36,0,0,0,585,3006,3596,2333,18280,12306,8698
-856335.869598373,7036492.39571864,2021/10/07 00:00:00+00,1207,397831,,5280,2021/10/06 00:00:00+00,397714,17840,1909,33891,0,325,235,895,1369,1582,2081,2395,193981,203696,37,16202,42441,82947,68628,60725,50995,36302,35,0,0,0,586,3015,3602,2335,18365,12335,8719
-856335.869598373,7036492.39571864,2021/10/08 00:00:00+00,2002,399833,,5280,2021/10/07 00:00:00+00,399716,17904,1914,34002,0,327,237,897,1375,1587,2086,2407,194968,204709,39,16282,42765,83263,68902,61047,51220,36503,35,0,0,0,587,3022,3616,2344,18508,12412,8757
-856335.869598373,7036492.39571864,2021/10/09 00:00:00+00,1940,401773,,5280,2021/10/08 00:00:00+00,401653,17966,1921,34103,0,328,240,900,1383,1595,2091,2415,195932,205681,40,16379,43079,83544,69197,61345,51461,36680,34,0,0,0,588,3033,3628,2347,18636,12479,8796
-856335.869598373,7036492.39571864,2021/10/10 00:00:00+00,1384,403157,,5280,2021/10/09 00:00:00+00,403036,17989,1923,34166,0,329,240,901,1384,1598,2095,2416,196604,206392,40,16458,43329,83701,69361,61562,51639,36838,36,0,0,0,589,3038,3633,2349,18751,12526,8814
-856335.869598373,7036492.39571864,2021/10/11 00:00:00+00,1358,404514,,5280,2021/10/10 00:00:00+00,404394,18013,1926,34224,0,331,240,903,1390,1598,2096,2420,197255,207099,40,16518,43531,83880,69543,61801,51829,36995,37,0,0,0,590,3041,3637,2351,18854,12561,8825
-856335.869598373,7036492.39571864,2021/10/12 00:00:00+00,1466,405970,,5280,2021/10/11 00:00:00+00,405859,18077,1939,34308,0,333,242,906,1395,1601,2104,2425,197960,207859,40,16596,43779,84049,69741,62027,52016,37154,36,0,0,0,591,3053,3647,2365,18961,12616,8863
-856335.869598373,7036492.39571864,2021/10/13 00:00:00+00,2066,408021,26,5306,2021/10/12 00:00:00+00,407922,18146,1945,34402,0,334,242,909,1398,1609,2108,2439,198958,208923,41,16698,44119,84315,70050,62388,52259,37356,35,0,0,0,592,3066,3660,2375,19102,12686,8892
-856335.869598373,7036492.39571864,2021/10/14 00:00:00+00,1627,409647,,5306,2021/10/13 00:00:00+00,409547,18185,1947,34467,0,334,242,910,1401,1612,2111,2447,199777,209729,41,16769,44370,84535,70293,62659,52474,37516,36,0,0,0,593,3075,3666,2381,19221,12736,8917
-856335.869598373,7036492.39571864,2021/10/15 00:00:00+00,1914,411554,,5306,2021/10/14 00:00:00+00,411460,18253,1952,34577,0,337,242,913,1407,1619,2120,2457,200703,210716,41,16861,44710,84770,70551,62971,52723,37704,35,0,0,0,594,3084,3676,2392,19361,12803,8948
-856335.869598373,7036492.39571864,2021/10/16 00:00:00+00,2180,413734,,5306,2021/10/15 00:00:00+00,413640,18316,1958,34685,0,340,243,917,1409,1629,2125,2462,201767,211832,41,16970,45039,85017,70853,63350,52994,37955,38,0,0,0,595,3095,3691,2399,19536,12889,8979
-856335.869598373,7036492.39571864,2021/10/17 00:00:00+00,1380,415114,,5306,2021/10/16 00:00:00+00,415020,18326,1961,34741,0,340,243,919,1409,1629,2126,2464,202441,212538,41,17038,45280,85180,71027,63568,53173,38103,37,0,0,0,596,3098,3691,2401,19649,12941,9003
-856335.869598373,7036492.39571864,2021/10/18 00:00:00+00,1578,416690,,5306,2021/10/17 00:00:00+00,416595,18354,1963,34804,0,341,245,921,1413,1632,2128,2466,203234,213320,41,17117,45561,85351,71201,63841,53390,38276,37,0,0,0,597,3101,3696,2405,19793,12989,9018
-856335.869598373,7036492.39571864,2021/10/19 00:00:00+00,2399,419087,,5306,2021/10/18 00:00:00+00,418992,18447,1967,34914,0,348,246,927,1421,1636,2139,2472,204409,214542,41,17248,45974,85635,71513,64241,53685,38513,36,0,0,0,598,3124,3710,2418,19988,13072,9065
-856335.869598373,7036492.39571864,2021/10/20 00:00:00+00,2148,421234,63,5369,2021/10/19 00:00:00+00,421131,18518,1980,35024,0,349,247,931,1427,1644,2152,2481,205467,215623,41,17328,46361,85881,71791,64618,53963,38752,37,0,0,0,599,3131,3724,2426,20148,13147,9084
-856335.869598373,7036492.39571864,2021/10/21 00:00:00+00,2029,423260,,5369,2021/10/20 00:00:00+00,423156,18567,1986,35119,0,352,248,933,1430,1650,2157,2487,206472,216643,41,17416,46733,86103,72083,64967,54236,38940,36,0,0,0,600,3138,3736,2430,20289,13228,9103
-856335.869598373,7036492.39571864,2021/10/22 00:00:00+00,2466,425725,,5369,2021/10/21 00:00:00+00,425615,18615,1991,35211,0,353,250,936,1433,1653,2165,2488,207716,217857,42,17535,47191,86398,72426,65366,54537,39194,35,0,0,0,601,3147,3747,2437,20467,13308,9135
-856335.869598373,7036492.39571864,2021/10/23 00:00:00+00,2427,428152,,5369,2021/10/22 00:00:00+00,428039,18654,1993,35312,0,354,250,938,1438,1658,2170,2490,208866,219131,42,17660,47643,86663,72750,65807,54835,39439,35,0,0,0,602,3155,3752,2443,20659,13368,9157
-856335.869598373,7036492.39571864,2021/10/24 00:00:00+00,1725,429877,,5369,2021/10/23 00:00:00+00,429762,18683,1996,35366,0,354,252,939,1440,1665,2171,2494,209716,220004,42,17733,47939,86860,72953,66106,55087,39633,38,0,0,0,603,3160,3754,2448,20808,13417,9168
-856335.869598373,7036492.39571864,2021/10/25 00:00:00+00,1845,431722,,5369,2021/10/24 00:00:00+00,431606,18704,2001,35428,0,354,253,940,1441,1671,2174,2496,210613,220951,42,17824,48261,87055,73168,66417,55350,39843,38,0,0,0,604,3165,3755,2449,20979,13471,9180
-856335.869598373,7036492.39571864,2021/10/26 00:00:00+00,2193,433902,,5369,2021/10/25 00:00:00+00,433795,18733,2005,35504,0,356,254,940,1446,1672,2178,2499,211690,222063,42,17966,48681,87253,73427,66809,55662,40059,37,0,0,0,605,3170,3761,2451,21150,13539,9191
-856335.869598373,7036492.39571864,2021/10/27 00:00:00+00,1631,435526,67,5436,2021/10/26 00:00:00+00,435421,18792,2007,35585,0,357,255,942,1449,1677,2182,2509,212433,222946,42,18029,48970,87434,73634,67075,55867,40268,38,0,0,0,606,3179,3779,2457,21276,13605,9205
-856335.869598373,7036492.39571864,2021/10/28 00:00:00+00,2605,438124,,5436,2021/10/27 00:00:00+00,438023,18867,2016,35713,0,361,255,945,1456,1685,2190,2521,213747,224234,42,18151,49419,87696,73989,67516,56224,40572,37,0,0,0,607,3189,3791,2468,21477,13683,9237
-856335.869598373,7036492.39571864,2021/10/29 00:00:00+00,2549,440665,,5436,2021/10/28 00:00:00+00,440572,18921,2022,35836,0,361,257,949,1461,1690,2196,2525,215034,225496,42,18260,49828,88007,74358,68012,56547,40813,36,0,0,0,608,3196,3805,2475,21670,13764,9253
-856335.869598373,7036492.39571864,2021/10/30 00:00:00+00,2966,443631,,5436,2021/10/29 00:00:00+00,443534,18986,2028,35957,0,361,258,950,1468,1693,2206,2530,216506,226986,42,18358,50268,88363,74858,68517,56958,41133,37,0,0,0,609,3213,3818,2483,21898,13839,9282
-856335.869598373,7036492.39571864,2021/10/31 00:00:00+00,1963,445594,,5436,2021/10/30 00:00:00+00,445492,19004,2032,36025,0,361,258,952,1469,1698,2208,2531,217504,227946,42,18428,50579,88636,75190,68861,57205,41338,34,0,0,0,610,3217,3820,2484,22025,13881,9289
-856335.869598373,7036492.39571864,2021/11/01 00:00:00+00,2855,448449,,5436,2021/10/31 00:00:00+00,448344,19059,2036,36126,0,363,259,953,1473,1703,2215,2536,218866,229436,42,18556,51018,89058,75619,69394,57554,41608,35,0,0,0,611,3231,3833,2487,22228,13950,9299
-856335.869598373,7036492.39571864,2021/11/02 00:00:00+00,3726,452172,,5436,2021/11/01 00:00:00+00,452065,19132,2049,36237,0,363,260,956,1479,1712,2219,2544,220743,231280,42,18702,51640,89569,76156,70080,58048,41957,35,0,0,0,612,3253,3846,2494,22506,14027,9320
-856335.869598373,7036492.39571864,2021/11/03 00:00:00+00,3174,455346,56,5492,2021/11/02 00:00:00+00,453324,19163,2052,36296,0,364,260,957,1484,1716,2220,2549,221361,231920,43,18748,51815,89732,76356,70330,58228,42082,36,0,0,0,613,3258,3852,2497,22598,14045,9330
-856335.869598373,7036492.39571864,2021/11/04 00:00:00+00,3024,458370,,5492,2021/11/03 00:00:00+00,457675,19242,2064,36446,0,364,261,959,1493,1722,2229,2558,223433,234198,44,18928,52503,90350,76990,71113,58829,42516,35,0,0,0,614,3278,3871,2501,22896,14147,9343
-856335.869598373,7036492.39571864,2021/11/05 00:00:00+00,3903,462273,,5492,2021/11/04 00:00:00+00,462185,19306,2071,36576,0,365,264,962,1496,1729,2232,2570,225605,236536,44,19077,53234,91115,77700,71891,59417,42920,33,0,0,0,615,3290,3883,2509,23161,14245,9364
-856335.869598373,7036492.39571864,2021/11/06 00:00:00+00,3685,465958,,5492,2021/11/05 00:00:00+00,467441,19387,2080,36732,0,367,265,965,1502,1743,2245,2585,228160,239237,44,19280,54033,92001,78532,72756,60111,43440,34,0,0,0,616,3305,3892,2512,23504,14341,9382
-856335.869598373,7036492.39571864,2021/11/07 00:00:00+00,3428,469386,,5492,2021/11/06 00:00:00+00,470475,19435,2088,36809,0,368,268,968,1505,1751,2249,2593,229620,240811,44,19406,54538,92490,78981,73272,60493,43726,33,0,0,0,617,3310,3902,2515,23712,14402,9394
-856335.869598373,7036492.39571864,2021/11/08 00:00:00+00,3161,472547,,5492,2021/11/07 00:00:00+00,474202,19465,2092,36901,0,370,270,971,1507,1752,2254,2601,231443,242715,44,19591,55134,93129,79540,73872,60978,44114,33,0,0,0,618,3313,3904,2517,23909,14472,9402
-856335.869598373,7036492.39571864,2021/11/09 00:00:00+00,3578,477878,,5492,2021/11/08 00:00:00+00,477773,19527,2097,37004,0,372,273,980,1509,1757,2261,2607,233221,244506,46,19768,55721,93709,80081,74442,61435,44461,33,0,0,0,619,3323,3916,2523,24131,14547,9417
-856335.869598373,7036492.39571864,2021/11/10 00:00:00+00,2975,480846,74,5566,2021/11/09 00:00:00+00,480744,19618,2107,37117,0,374,273,983,1515,1765,2272,2624,234692,246005,47,19927,56219,94105,80504,74928,61820,44811,35,0,0,0,620,3343,3931,2532,24316,14618,9435
-856335.869598373,7036492.39571864,2021/11/11 00:00:00+00,3680,484523,,5566,2021/11/10 00:00:00+00,484417,19689,2112,37222,0,376,275,985,1522,1770,2275,2635,236539,247830,48,20094,56842,94665,81027,75524,62304,45179,34,0,0,0,621,3356,3951,2538,24560,14708,9453
-856335.869598373,7036492.39571864,2021/11/12 00:00:00+00,5483,490001,,5566,2021/11/11 00:00:00+00,489894,19783,2119,37359,0,377,275,989,1529,1787,2288,2653,239293,250552,49,20350,57785,95444,81874,76483,63003,45679,34,0,0,0,622,3373,3961,2545,24908,14832,9475
-856335.869598373,7036492.39571864,2021/11/13 00:00:00+00,4642,494643,,5566,2021/11/12 00:00:00+00,494531,19844,2129,37520,0,380,277,992,1533,1794,2295,2657,241609,252872,50,20574,58599,96076,82602,77298,63610,46130,33,0,0,0,623,3392,3970,2548,25164,14929,9488
-856335.869598373,7036492.39571864,2021/11/14 00:00:00+00,3805,498448,,5566,2021/11/13 00:00:00+00,498333,19881,2134,37617,0,381,278,994,1536,1798,2299,2666,243454,254829,50,20749,59236,96595,83193,77992,64135,46488,34,0,0,0,624,3395,3979,2549,25380,15005,9499
-856335.869598373,7036492.39571864,2021/11/15 00:00:00+00,4570,503013,,5566,2021/11/14 00:00:00+00,502902,19920,2143,37714,0,382,278,995,1540,1803,2305,2672,245740,257111,51,20989,60062,97223,83857,78813,64732,46939,33,0,0,0,625,3403,3986,2550,25645,15074,9507
-856335.869598373,7036492.39571864,2021/11/16 00:00:00+00,4407,507413,,5566,2021/11/15 00:00:00+00,507303,20023,2151,37842,0,389,282,1000,1547,1815,2317,2690,247895,259356,52,21215,60831,97814,84472,79607,65317,47370,34,0,0,0,626,3422,3999,2556,25926,15155,9534
-856335.869598373,7036492.39571864,2021/11/17 00:00:00+00,3633,511045,43,5609,2021/11/16 00:00:00+00,510933,20097,2154,37948,0,391,285,1003,1553,1824,2327,2700,249704,261175,54,21407,61587,98221,84987,80246,65785,47705,34,0,0,0,627,3438,4012,2558,26156,15225,9552
-856335.869598373,7036492.39571864,2021/11/18 00:00:00+00,4650,515691,,5609,2021/11/17 00:00:00+00,515578,20169,2166,38031,0,394,286,1008,1557,1834,2335,2712,252082,263441,55,21615,62555,98775,85653,81071,66388,48121,33,0,0,0,628,3452,4021,2564,26435,15324,9579
-856335.869598373,7036492.39571864,2021/11/19 00:00:00+00,3138,518824,,5609,2021/11/18 00:00:00+00,518715,20229,2168,38109,0,395,286,1012,1559,1844,2344,2726,253647,265013,55,21784,63187,99195,86082,81660,66794,48384,33,0,0,0,629,3462,4028,2567,26597,15379,9591
-856335.869598373,7036492.39571864,2021/11/20 00:00:00+00,5959,524783,,5609,2021/11/19 00:00:00+00,524668,20288,2177,38202,0,395,286,1015,1566,1849,2354,2735,256576,268037,55,22027,64310,99964,86999,82734,67596,48932,34,0,0,0,630,3470,4042,2570,26948,15484,9612
-856335.869598373,7036492.39571864,2021/11/21 00:00:00+00,4179,528960,,5609,2021/11/20 00:00:00+00,528844,20315,2184,38274,0,395,289,1015,1569,1853,2356,2739,258696,270093,55,22198,65229,100474,87617,83482,68142,49317,32,0,0,0,631,3475,4045,2573,27164,15537,9622
-856335.869598373,7036492.39571864,2021/11/22 00:00:00+00,5634,534594,,5609,2021/11/21 00:00:00+00,534471,20364,2196,38353,0,400,289,1016,1574,1858,2361,2747,261523,272893,55,22505,66328,101198,88482,84496,68874,49778,32,0,0,0,632,3487,4051,2575,27495,15620,9633
-856335.869598373,7036492.39571864,2021/11/23 00:00:00+00,3666,538255,,5609,2021/11/22 00:00:00+00,538129,20428,2202,38429,0,403,290,1018,1580,1871,2367,2756,263346,274727,56,22658,67026,101663,89026,85172,69349,50125,34,0,0,0,633,3498,4059,2580,27716,15671,9656
-856335.869598373,7036492.39571864,2021/11/24 00:00:00+00,3893,542146,43,5652,2021/11/23 00:00:00+00,542017,20488,2209,38500,0,404,294,1021,1590,1876,2375,2763,265307,276651,59,22857,67919,102150,89559,85848,69864,50425,32,0,0,0,634,3506,4069,2584,27929,15722,9672
-856335.869598373,7036492.39571864,2021/11/25 00:00:00+00,4764,546909,,5652,2021/11/24 00:00:00+00,546779,20535,2216,38589,0,405,294,1023,1591,1882,2383,2771,267646,279073,60,23093,69010,102744,90163,86681,70468,50880,32,0,0,0,635,3518,4074,2588,28189,15792,9687
-856335.869598373,7036492.39571864,2021/11/26 00:00:00+00,4620,551528,,5652,2021/11/25 00:00:00+00,551393,20596,2221,38675,0,408,299,1025,1599,1885,2387,2786,269859,281474,60,23318,70102,103364,90771,87505,71041,51246,30,0,0,0,636,3523,4085,2593,28405,15866,9703
-856335.869598373,7036492.39571864,2021/11/27 00:00:00+00,4791,556319,,5652,2021/11/26 00:00:00+00,556176,20657,2226,38752,0,409,301,1031,1606,1896,2392,2792,272253,283863,60,23581,71087,104026,91461,88385,71652,51626,31,0,0,0,637,3537,4093,2594,28639,15934,9711
-856335.869598373,7036492.39571864,2021/11/28 00:00:00+00,3735,560054,,5652,2021/11/27 00:00:00+00,559907,20692,2231,38803,0,413,304,1035,1607,1898,2396,2798,274114,285731,62,23775,71929,104504,92001,89075,72112,51920,31,0,0,0,638,3541,4098,2596,28816,15979,9721
-856335.869598373,7036492.39571864,2021/11/29 00:00:00+00,4607,564657,,5652,2021/11/28 00:00:00+00,564509,20710,2233,38872,0,414,304,1035,1607,1899,2400,2802,276436,288011,62,24001,73034,105062,92611,89894,72695,52327,32,0,0,0,639,3545,4102,2596,29055,16025,9729
-856335.869598373,7036492.39571864,2021/11/30 00:00:00+00,5471,570115,,5652,2021/11/29 00:00:00+00,569973,20757,2237,38929,0,417,306,1038,1610,1905,2404,2806,279120,290791,62,24293,74253,105734,93362,90956,73390,52773,32,0,0,0,640,3554,4111,2600,29312,16078,9743
-856335.869598373,7036492.39571864,2021/12/01 00:00:00+00,3793,573905,55,5707,2021/11/30 00:00:00+00,573754,20814,2242,38992,0,418,308,1041,1612,1913,2416,2816,280992,292698,64,24495,75150,106149,93864,91679,73906,53087,32,0,0,0,641,3561,4120,2603,29471,16117,9756
-856335.869598373,7036492.39571864,2021/12/02 00:00:00+00,4163,578064,,5707,2021/12/01 00:00:00+00,577903,20881,2247,39081,0,423,311,1045,1615,1918,2424,2825,283027,294810,66,24732,76115,106637,94440,92439,74449,53420,32,0,0,0,642,3571,4138,2605,29652,16176,9763
-856335.869598373,7036492.39571864,2021/12/03 00:00:00+00,5419,583472,,5707,2021/12/02 00:00:00+00,583311,20954,2255,39161,0,428,311,1048,1618,1930,2434,2836,285719,297526,66,25015,77548,107296,95130,93444,75081,53825,30,0,0,0,643,3586,4148,2609,29884,16236,9772
-856335.869598373,7036492.39571864,2021/12/04 00:00:00+00,5622,589094,,5707,2021/12/03 00:00:00+00,588923,21018,2261,39255,0,428,313,1053,1627,1938,2443,2845,288423,300433,67,25305,78881,107953,95971,94508,75781,54284,31,0,0,0,644,3597,4156,2612,30089,16284,9786
-856335.869598373,7036492.39571864,2021/12/05 00:00:00+00,5156,594250,,5707,2021/12/04 00:00:00+00,594070,21045,2266,39328,0,429,313,1057,1629,1943,2448,2850,290924,303079,67,25585,80018,108562,96737,95539,76421,54718,32,0,0,0,645,3600,4157,2613,30288,16324,9797
-856335.869598373,7036492.39571864,2021/12/06 00:00:00+00,2950,597161,,5707,2021/12/05 00:00:00+00,597017,21066,2266,39386,0,431,313,1058,1630,1948,2450,2852,292382,304568,67,25732,80661,108939,97227,96086,76792,54957,31,0,0,0,646,3606,4159,2613,30390,16344,9808
-856335.869598373,7036492.39571864,2021/12/07 00:00:00+00,5590,602726,,5707,2021/12/06 00:00:00+00,602589,21148,2278,39468,0,433,319,1062,1635,1960,2461,2867,295138,307383,68,26030,81886,109627,98037,97138,77577,55401,32,0,0,0,647,3617,4167,2621,30596,16389,9826
-856335.869598373,7036492.39571864,2021/12/08 00:00:00+00,4152,606852,81,5788,2021/12/07 00:00:00+00,606733,21214,2287,39531,0,434,323,1069,1647,1972,2468,2876,297130,309533,70,26253,82887,110063,98675,97924,78129,55740,31,0,0,0,648,3623,4171,2625,30733,16413,9834
-856335.869598373,7036492.39571864,2021/12/09 00:00:00+00,4022,610855,,5788,2021/12/08 00:00:00+00,610746,21271,2295,39598,0,437,325,1070,1651,1980,2471,2890,299128,311547,71,26483,83779,110554,99324,98694,78602,56077,31,0,0,0,649,3634,4178,2629,30864,16441,9846
-856335.869598373,7036492.39571864,2021/12/10 00:00:00+00,4115,614952,,5788,2021/12/09 00:00:00+00,614845,21315,2299,39672,0,439,326,1071,1659,1987,2478,2898,301186,313587,72,26687,84660,110993,100044,99564,79112,56380,32,0,0,0,650,3637,4184,2630,30993,16469,9860
-856335.869598373,7036492.39571864,2021/12/11 00:00:00+00,4004,618956,,5788,2021/12/10 00:00:00+00,618843,21365,2305,39726,0,441,330,1073,1663,1993,2486,2905,303173,315596,74,26909,85471,111473,100757,100347,79618,56707,31,0,0,0,651,3644,4190,2634,31110,16494,9874
-856335.869598373,7036492.39571864,2021/12/12 00:00:00+00,4667,623618,,5788,2021/12/11 00:00:00+00,623507,21393,2308,39800,0,444,331,1073,1667,1997,2493,2907,305521,317911,75,27185,86427,112075,101517,101299,80213,57049,31,0,0,0,652,3646,4192,2637,31243,16528,9888
-856335.869598373,7036492.39571864,2021/12/13 00:00:00+00,4688,628306,,5788,2021/12/12 00:00:00+00,628187,21412,2312,39933,0,444,332,1075,1669,1999,2497,2910,307891,320221,75,27452,87334,112750,102297,102150,80843,57418,31,0,0,0,653,3649,4193,2638,31405,16556,9899
-856335.869598373,7036492.39571864,2021/12/14 00:00:00+00,3887,632177,,5788,2021/12/13 00:00:00+00,632068,21482,2317,40036,0,451,333,1078,1673,2009,2505,2918,309856,322137,75,27678,88076,113267,102966,102920,81326,57698,31,0,0,0,654,3661,4200,2648,31552,16587,9915
